CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6380;
ClassFile.java; org.eclipse.jdt.internal.compiler; 6045;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3436;
CompletionEngine.java; org.eclipse.jdt.internal.codeassist; 6781;
CodeFormatterVisitor2.java; org.eclipse.jdt.internal.formatter; 3411;
ASTConverter.java; org.eclipse.jdt.core.dom; 5182;
PublicScanner.java; org.eclipse.jdt.internal.core.util; 3613;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5338;
JavaModelManager.java; org.eclipse.jdt.internal.core; 4082;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3616;
JavaCore.java; org.eclipse.jdt.core; 4382;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 3816;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3519;
ASTRewriteAnalyzer.java; org.eclipse.jdt.internal.core.dom.rewrite; 3272;
