ASTConverter.java; org.eclipse.jdt.core.dom;
ASTMatcher.java; org.eclipse.jdt.core.dom;
CompletionEngine.java; org.eclipse.jdt.internal.codeassist;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;
AssistParser.java; org.eclipse.jdt.internal.codeassist.impl;
SelectionParser.java; org.eclipse.jdt.internal.codeassist.select;
ClassFile.java; org.eclipse.jdt.internal.compiler;
SourceElementParser.java; org.eclipse.jdt.internal.compiler;
BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;
QualifiedNameReference.java; org.eclipse.jdt.internal.compiler.ast;
UnconditionalFlowInfo.java; org.eclipse.jdt.internal.compiler.flow;
SourceTypeBinding.java; org.eclipse.jdt.internal.compiler.lookup;
Scope.java; org.eclipse.jdt.internal.compiler.lookup;
Scanner.java; org.eclipse.jdt.internal.compiler.parser;
AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;
Parser.java; org.eclipse.jdt.internal.compiler.parser;
DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;
ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;
JavaModelManager.java; org.eclipse.jdt.internal.core;
ClasspathEntry.java; org.eclipse.jdt.internal.core;
DeltaProcessor.java; org.eclipse.jdt.internal.core;
JavaProject.java; org.eclipse.jdt.internal.core;
ASTRewriteAnalyzer.java; org.eclipse.jdt.internal.core.dom.rewrite;
ImportRewriteAnalyzer.java; org.eclipse.jdt.internal.core.dom.rewrite;
TypeHierarchy.java; org.eclipse.jdt.internal.core.hierarchy;
MatchLocator.java; org.eclipse.jdt.internal.core.search.matching;
Disassembler.java; org.eclipse.jdt.internal.core.util;
PublicScanner.java; org.eclipse.jdt.internal.core.util;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;
CodeFormatterVisitor2.java; org.eclipse.jdt.internal.formatter;
