project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_gc
ant,Private Class,org.apache.tools.ant.taskdefs.optional.Native2Ascii.ExtMapper,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,15.0,5.0,6.0,0.0,3.0,8.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4,4,3,False
ant,Public Class,org.apache.tools.ant.taskdefs.FixCRLF,2.0,2.0,2.0,1.0,15.0,0.0,8.0,6.0,2.0,12.0,0.0,0.0,3.0,17.0,97.0,17.0,8.0,0.0,2.0,0.0,15.0,654.0,73.0,366.0,102.0,222.0,218.0,157.0,239.0,97.0,10.0,10.0,11.0,1.0,4.0,3.0,80.0,76.0,0.6,40,40,41,17,False
ant,Public Abstract Class,org.apache.tools.ant.types.resources.ContentTransformingResource,2.0,2.0,2.0,1.0,15.0,0.0,9.0,5.0,1.0,4.0,1.0,0.0,1.0,9.0,92.0,9.0,0.0,0.0,0.0,5.0,4.0,146.0,12.0,74.0,22.0,42.0,60.0,28.0,46.0,20.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,0.81,16,16,16,12,False
ant,Public Class,org.apache.tools.ant.util.ChainedMapper,6.0,6.0,6.0,1.0,25.0,2.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,34.0,3.0,24.0,6.0,16.0,7.0,15.0,19.0,8.0,6.0,6.0,6.0,1.0,2.0,4.0,0.0,0.0,0.29,6,6,6,1,False
ant,Public Static Class,org.apache.tools.ant.types.FilterSet.Filter,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,0.0,0.0,0.0,6.0,66.0,7.0,22.0,9.0,6.0,37.0,8.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,66.0,50.0,1.68,6,6,6,6,False
ant,Public Class,org.apache.tools.ant.DirectoryScanner,2.0,2.0,3.0,1.0,20.0,0.0,11.0,8.0,4.0,12.0,4.0,11.0,7.0,69.0,69.0,58.0,30.0,3.0,20.0,12.0,34.0,1846.0,143.0,852.0,213.0,556.0,857.0,365.0,556.0,182.0,26.0,26.0,36.0,9.0,1.0,7.0,94.0,76.0,1.01,196,196,232,113,True
ant,Public Class,org.apache.tools.ant.Project,1.0,1.0,1.0,1.0,16.0,0.0,6.0,9.0,2.0,33.0,0.0,5.0,15.0,125.0,125.0,120.0,19.0,0.0,5.0,10.0,110.0,2424.0,169.0,925.0,276.0,529.0,1334.0,412.0,634.0,257.0,14.0,14.0,14.0,4.0,1.0,5.0,97.0,92.0,1.44,228,228,232,135,True
ant,Public Class,org.apache.tools.ant.taskdefs.Javadoc,2.0,2.0,2.0,1.0,14.0,0.0,9.0,5.0,1.0,35.0,0.0,0.0,3.0,105.0,144.0,105.0,33.0,0.0,22.0,1.0,82.0,2420.0,217.0,1329.0,365.0,815.0,885.0,581.0,894.0,352.0,15.0,15.0,17.0,6.0,3.0,6.0,97.0,95.0,0.67,231,229,251,114,True
ant,Public Class,org.apache.tools.ant.taskdefs.Zip,3.0,3.0,3.0,1.0,24.0,1.0,14.0,8.0,1.0,37.0,1.0,1.0,8.0,73.0,153.0,72.0,29.0,0.0,10.0,28.0,35.0,2114.0,207.0,1178.0,317.0,780.0,733.0,542.0,791.0,281.0,25.0,25.0,31.0,10.0,4.0,5.0,94.0,89.0,0.62,230,230,272,111,True
ant,Public Class,org.apache.tools.ant.taskdefs.optional.net.FTPTaskMirrorImpl,6.0,6.0,7.0,1.0,45.0,3.0,31.0,10.0,2.0,15.0,0.0,0.0,5.0,20.0,20.0,20.0,4.0,0.0,5.0,13.0,2.0,1895.0,146.0,1242.0,227.0,867.0,507.0,528.0,810.0,229.0,19.0,19.0,24.0,6.0,1.0,4.0,62.0,57.0,0.41,124,124,144,35,True
ant,Public Class,org.apache.tools.bzip2.CBZip2OutputStream,6.0,6.0,7.0,3.0,42.0,5.0,31.0,5.0,2.0,2.0,0.0,6.0,11.0,41.0,41.0,35.0,19.0,0.0,30.0,2.0,9.0,2070.0,299.0,1365.0,354.0,1046.0,443.0,924.0,1150.0,406.0,41.0,41.0,46.0,38.0,2.0,20.0,88.0,66.0,0.32,275,273,292,124,True
cassandra,Public Class,org.apache.cassandra.utils.HexTest,2.0,2.0,2.0,1.0,17.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,57.0,2.0,38.0,12.0,21.0,17.0,11.0,16.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.45,4,4,4,2,False
cassandra,Public Static Class,org.apache.cassandra.thrift.Cassandra.AsyncClient.get_paged_slice_call,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,33.0,2.0,31.0,11.0,18.0,0.0,21.0,26.0,11.0,2.0,2.0,2.0,1.0,2.0,1.0,33.0,33.0,0.0,4,4,4,3,False
cassandra,Public Class,org.apache.cassandra.locator.SimpleSeedProvider,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,53.0,4.0,30.0,7.0,11.0,19.0,8.0,16.0,8.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.63,6,6,6,3,False
cassandra,Public Static Class,org.apache.cassandra.thrift.Cassandra.system_update_keyspace_args,2.0,2.0,2.0,1.0,8.0,0.0,7.0,0.0,4.0,2.0,0.0,0.0,3.0,24.0,24.0,24.0,2.0,0.0,2.0,0.0,22.0,307.0,51.0,237.0,58.0,133.0,22.0,97.0,159.0,51.0,5.0,5.0,9.0,5.0,1.0,3.0,68.0,54.0,0.09,51,51,56,36,False
cassandra,Public Generic Class,org.apache.cassandra.db.marshal.LocalByPartionerType,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,20.0,7.0,1.0,0.0,0.0,0.0,7.0,60.0,7.0,32.0,9.0,7.0,21.0,8.0,16.0,9.0,1.0,1.0,1.0,1.0,2.0,0.0,71.0,71.0,0.66,7,7,7,7,False
cassandra,Public Class,org.apache.cassandra.io.BloomFilterTrackerTest,1.0,1.0,1.0,1.0,11.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,3.0,42.0,2.0,40.0,10.0,25.0,2.0,25.0,29.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.05,3,3,3,3,False
cassandra,Public Class,org.apache.cassandra.db.ColumnFamilyStore,2.0,2.0,2.0,1.0,12.0,0.0,9.0,1.0,2.0,59.0,0.0,13.0,4.0,145.0,145.0,132.0,21.0,4.0,15.0,0.0,126.0,2046.0,266.0,1459.0,327.0,747.0,331.0,528.0,875.0,351.0,13.0,13.0,15.0,5.0,1.0,4.0,94.0,89.0,0.23,298,298,325,172,True
cassandra,Public Class,org.apache.cassandra.service.StorageService,2.0,2.0,2.0,1.0,17.0,1.0,13.0,2.0,3.0,100.0,0.0,3.0,9.0,154.0,154.0,151.0,16.0,4.0,33.0,2.0,115.0,3088.0,389.0,2238.0,439.0,1280.0,491.0,941.0,1466.0,490.0,18.0,18.0,21.0,7.0,2.0,4.0,95.0,91.0,0.22,416,416,432,191,True
eclipse.jdt.core,Private Static Class,org.eclipse.jdt.internal.core.hierarchy.IndexBasedHierarchyBuilder.Queue,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,33.0,1.0,29.0,9.0,18.0,5.0,17.0,25.0,10.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.17,7,7,7,3,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.compiler.ast.InstanceOfExpression,6.0,6.0,6.0,6.0,31.0,2.0,23.0,6.0,1.0,12.0,0.0,0.0,0.0,7.0,77.0,7.0,2.0,0.0,0.0,0.0,7.0,241.0,22.0,167.0,31.0,103.0,55.0,64.0,109.0,20.0,34.0,34.0,36.0,34.0,5.0,8.0,21.0,21.0,0.33,44,44,47,42,False
eclipse.jdt.core,Class,org.eclipse.jdt.internal.core.search.indexing.RemoveFolderFromIndex,3.0,3.0,4.0,2.0,13.0,1.0,11.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,3.0,56.0,4.0,40.0,11.0,25.0,19.0,24.0,35.0,12.0,9.0,9.0,12.0,5.0,2.0,3.0,33.0,33.0,0.47,11,11,14,7,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.compiler.flow.ConditionalFlowInfo,1.0,1.0,1.0,1.0,6.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,21.0,43.0,21.0,2.0,1.0,0.0,0.0,20.0,173.0,42.0,86.0,25.0,40.0,46.0,37.0,59.0,25.0,1.0,1.0,2.0,1.0,2.0,0.0,19.0,4.0,0.53,21,21,25,21,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.util.DefaultBytecodeVisitor,1.0,1.0,1.0,1.0,9.0,0.0,6.0,3.0,2.0,7.0,0.0,0.0,10.0,221.0,221.0,221.0,4.0,0.0,15.0,0.0,206.0,2346.0,230.0,1488.0,262.0,1013.0,755.0,750.0,986.0,256.0,12.0,3.0,12.0,1.0,1.0,1.0,74.0,4.0,0.51,257,235,257,221,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.util.FieldInfo,1.0,1.0,1.0,1.0,9.0,0.0,6.0,2.0,2.0,9.0,0.0,0.0,0.0,13.0,24.0,13.0,11.0,1.0,0.0,0.0,12.0,160.0,16.0,93.0,30.0,47.0,51.0,51.0,73.0,30.0,9.0,9.0,9.0,1.0,2.0,2.0,83.0,83.0,0.55,21,21,21,13,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.search.matching.MatchingNodeSet.LocalDeclarationVisitor,2.0,2.0,2.0,1.0,13.0,0.0,11.0,1.0,1.0,11.0,0.0,0.0,0.0,3.0,152.0,3.0,1.0,0.0,0.0,0.0,3.0,46.0,3.0,38.0,8.0,22.0,8.0,12.0,20.0,6.0,4.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.21,8,8,8,3,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.eval.CodeSnippetConstantPool,9.0,7.0,14.0,5.0,62.0,0.0,48.0,13.0,2.0,8.0,0.0,0.0,140.0,27.0,99.0,27.0,3.0,0.0,0.0,0.0,27.0,1845.0,7.0,1447.0,306.0,1164.0,463.0,785.0,981.0,306.0,63.0,39.0,139.0,63.0,2.0,5.0,51.0,43.0,0.32,257,195,390,158,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.compiler.ast.ExplicitConstructorCall,4.0,4.0,4.0,1.0,19.0,1.0,15.0,2.0,2.0,20.0,2.0,0.0,3.0,14.0,39.0,14.0,7.0,1.0,0.0,0.0,13.0,322.0,40.0,235.0,45.0,158.0,52.0,97.0,157.0,47.0,17.0,17.0,19.0,5.0,3.0,4.0,72.0,71.0,0.22,58,58,62,18,False
eclipse.jdt.core,Anonymous Class,org.eclipse.jdt.internal.eval.EvaluationContext.complete.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,13.0,1.0,9.0,0.0,4.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,False
eclipse.jdt.core,Class,org.eclipse.jdt.internal.core.DeltaProcessor.isAffectedBy.FoundRelevantDeltaException,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,False
eclipse.jdt.core,Private Class,org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.SecondaryRepairInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,8.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.CompilationUnitProblemFinder,2.0,2.0,2.0,1.0,19.0,1.0,13.0,6.0,1.0,28.0,0.0,6.0,0.0,8.0,24.0,2.0,0.0,0.0,1.0,4.0,3.0,189.0,19.0,108.0,38.0,63.0,74.0,29.0,47.0,21.0,5.0,5.0,6.0,3.0,2.0,2.0,0.0,0.0,0.69,16,16,17,10,False
eclipse.jdt.core,Public Abstract Class,org.eclipse.jdt.internal.core.search.matching.SearchPattern,7.0,6.0,8.0,3.0,44.0,1.0,38.0,5.0,4.0,43.0,7.0,9.0,8.0,33.0,33.0,24.0,4.0,0.0,7.0,13.0,13.0,1393.0,54.0,1178.0,153.0,992.0,192.0,463.0,638.0,160.0,43.0,35.0,52.0,18.0,1.0,5.0,95.0,93.0,0.16,234,185,260,108,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.core.JDTCompilerAdapter,13.0,13.0,14.0,2.0,87.0,7.0,57.0,35.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,294.0,26.0,176.0,27.0,135.0,130.0,81.0,117.0,28.0,30.0,30.0,32.0,3.0,2.0,3.0,50.0,50.0,0.74,39,39,43,7,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.codeassist.complete.CompletionOnQualifiedNameReference,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,88.0,4.0,2.0,0.0,0.0,0.0,4.0,50.0,2.0,37.0,7.0,22.0,14.0,21.0,30.0,8.0,4.0,4.0,4.0,1.0,7.0,2.0,37.0,37.0,0.38,8,8,8,4,False
eclipse.jdt.core,Anonymous Class,org.eclipse.jdt.internal.core.CompilationUnit.codeComplete.(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,55.0,1.0,50.0,1.0,35.0,5.0,18.0,34.0,15.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.1,16,16,16,14,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.search.matching.SuperTypeNamesCollector.TypeDeclarationVisitor,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,14.0,0.0,0.0,0.0,8.0,157.0,8.0,0.0,0.0,0.0,0.0,8.0,46.0,0.0,42.0,13.0,20.0,8.0,16.0,29.0,13.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.19,12,12,12,8,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.util.CharArrayBuffer,2.0,2.0,2.0,1.0,13.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,4.0,0.0,0.0,0.0,10.0,189.0,6.0,82.0,24.0,51.0,101.0,49.0,74.0,26.0,8.0,8.0,8.0,3.0,1.0,3.0,72.0,5.0,1.23,26,26,26,12,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.util.SourceFileAttribute,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,4.0,19.0,4.0,2.0,0.0,0.0,0.0,4.0,63.0,6.0,28.0,14.0,9.0,29.0,10.0,16.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,50.0,50.0,1.04,5,5,5,4,False
eclipse.jdt.core,Public Abstract Class,org.eclipse.jdt.internal.compiler.impl.Constant,22.0,4.0,22.0,21.0,37.0,2.0,33.0,3.0,3.0,11.0,9.0,29.0,4.0,42.0,42.0,13.0,0.0,0.0,0.0,0.0,42.0,1604.0,126.0,1368.0,49.0,1153.0,136.0,907.0,1085.0,49.0,87.0,13.0,87.0,87.0,1.0,4.0,0.0,0.0,0.1,917,177,919,889,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.core.dom.ASTMatcher,2.0,2.0,3.0,1.0,22.0,0.0,8.0,14.0,1.0,64.0,0.0,1.0,0.0,66.0,66.0,65.0,0.0,0.0,0.0,0.0,66.0,1624.0,67.0,581.0,131.0,375.0,976.0,201.0,339.0,132.0,5.0,5.0,10.0,5.0,1.0,2.0,0.0,0.0,1.68,138,138,212,77,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.NameLookup,7.0,7.0,8.0,5.0,38.0,1.0,27.0,10.0,2.0,21.0,0.0,0.0,2.0,19.0,19.0,19.0,4.0,1.0,3.0,5.0,10.0,820.0,41.0,535.0,134.0,400.0,262.0,296.0,435.0,158.0,26.0,26.0,31.0,16.0,1.0,6.0,81.0,63.0,0.49,141,140,154,95,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.core.jdom.DOMFactory,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,10.0,0.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,149.0,0.0,78.0,19.0,33.0,77.0,25.0,52.0,19.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.99,26,26,26,18,False
eclipse.jdt.core,Anonymous Class,org.eclipse.jdt.internal.core.Openable.codeComplete.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,55.0,1.0,50.0,1.0,35.0,5.0,18.0,34.0,15.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.1,16,16,16,14,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.codeassist.select.SelectionOnFieldReference,1.0,1.0,3.0,1.0,7.0,1.0,6.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,77.0,3.0,0.0,0.0,0.0,0.0,3.0,38.0,6.0,21.0,4.0,13.0,12.0,6.0,11.0,4.0,2.0,2.0,7.0,1.0,6.0,1.0,0.0,0.0,0.57,4,4,9,3,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.core.dom.ContinueStatement,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,9.0,47.0,9.0,1.0,5.0,0.0,0.0,4.0,120.0,10.0,41.0,13.0,20.0,69.0,17.0,28.0,13.0,2.0,2.0,2.0,1.0,3.0,1.0,66.0,44.0,1.68,11,11,11,9,False
eclipse.jdt.core,Anonymous Class,org.eclipse.jdt.internal.core.CopyPackageFragmentRootOperation.copyResource.(Anon_1),7.0,7.0,10.0,5.0,40.0,0.0,37.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,38.0,8.0,29.0,3.0,17.0,24.0,8.0,7.0,7.0,10.0,5.0,2.0,4.0,0.0,0.0,0.08,7,7,10,5,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.core.dom.AnonymousClassDeclaration,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,7.0,0.0,0.0,0.0,9.0,42.0,9.0,1.0,5.0,0.0,0.0,4.0,127.0,10.0,41.0,14.0,19.0,76.0,15.0,26.0,13.0,2.0,2.0,2.0,1.0,2.0,1.0,66.0,55.0,1.85,10,10,10,9,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.CreateCompilationUnitOperation,4.0,4.0,4.0,2.0,23.0,0.0,17.0,6.0,1.0,15.0,0.0,0.0,0.0,4.0,62.0,4.0,2.0,0.0,0.0,2.0,2.0,131.0,1.0,74.0,15.0,52.0,58.0,38.0,55.0,17.0,10.0,10.0,12.0,4.0,2.0,5.0,12.0,12.0,0.78,16,16,18,10,False
eclipse.jdt.core,Public Class,org.eclipse.jdt.internal.core.BufferFactoryWrapper,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,5.0,44.0,4.0,23.0,8.0,10.0,18.0,11.0,21.0,8.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.78,9,9,9,7,False
