toBufferedImage: ImageUtils.java: src.net.sourceforge.atunes.utils Diff:1
getSongsForDir: RepositoryLoader.java: src.net.sourceforge.atunes.kernel.modules.repository Diff:73
getTrackNamesForAlbum: AudioScrobblerServiceHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:53
cancel: ReadRepositorySongsDurationProcess.java: src.net.sourceforge.atunes.kernel.executors.processes Diff:8
getToolTipForArtist: RendererSingleton.java: src.net.sourceforge.atunes.gui.views Diff:5
setTrackNumber: OggTag.java: src.net.sourceforge.atunes.model.tag Diff:8
setTotalProgressValue: RipperProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:17
savePicture: RipperHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:85
setNextFile: PlayList.java: src.net.sourceforge.atunes.model.player Diff:9
setFullFrameLocationRelativeTo: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:88
showStatusBarImageLabel: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:28
getColumnCount: NavigationTableModel.java: src.net.sourceforge.atunes.gui.model Diff:7
getPathFile: Repository.java: src.net.sourceforge.atunes.model.repository Diff:1
addBindings: PlayerControlsController.java: src.net.sourceforge.atunes.kernel.controllers.playerControls Diff:10
showTitle: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:38
getRefreshRepository: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
getPlayListBottom: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
getAudioScrobblerPanel: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:39
getFrame: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:28
getRepositoryTotalSize: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:315
main: TitleDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:11
getGeneralTable: StatsDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:14
getValueAt: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:21
importToRepository: RipperHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:67
setButton: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
getPlayListInfo: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
getSimilarTabPanel: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
toggleWindowVisibility: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:43
getCurrentPlayList: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:13
retrieveInfo: AudioScrobblerServiceHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:33
setAsFavoriteSongs: PlayListController.java: src.net.sourceforge.atunes.kernel.controllers.playList Diff:77
setListener: OggEncoder.java: src.net.sourceforge.atunes.kernel.modules.cdripper.encoders Diff:18
getArtistUrl: AudioScrobblerAlbum.java: src.net.sourceforge.atunes.kernel.modules.audioscrobbler Diff:19
setFullFrameExtendedState: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:86
getPlayerControlsController: ControllerProxy.java: src.net.sourceforge.atunes.kernel Diff:9
getTopItem: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
getNavigationPanel: MultipleFrame.java: src.net.sourceforge.atunes.gui Diff:3
setCancelButtonEnabled: ProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:6
addContent: ImageDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:9
getFileIfLoaded: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:217
addStateBindings: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:6
setMute: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:24
getExportDialog: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:25
updateValues: FilePropertiesController.java: src.net.sourceforge.atunes.kernel.controllers.fileProperties Diff:10
setDuration: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:17
setTime: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:14
addVisualStuff: CustomTable.java: src.net.sourceforge.atunes.gui.swing.components Diff:14
retrieveTagAtEnd: ID3v1_1TagReader.java: src.net.sourceforge.atunes.kernel.modules.tags.reader Diff:13
showRepositorySongNumber: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:4
getAlbumItem: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
refresh: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:41
startDSP: SpectrumTimeAnalyzer.java: src.net.sourceforge.atunes.kernel.modules.spectrum Diff:1
doScanBus: Cdda2wav.java: src.net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav Diff:9
getAlbumList: AudioScrobblerAlbum.java: src.net.sourceforge.atunes.kernel.modules.audioscrobbler Diff:16
addContent: TransparentDialog.java: src.net.sourceforge.atunes.gui.swing.components Diff:5
mousePressed: DockableWindow.java: src.net.sourceforge.atunes.gui.dockableView Diff:5
showAbout: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:80
moveUp: PlayListHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:163
getDownItem: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
actionPerformed: NavigationTreeControlsActionListener.java: src.net.sourceforge.atunes.kernel.controllers.navigation.listeners Diff:50
getShowAlbum: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
addTableModelListener: FilePropertiesTableModel.java: src.net.sourceforge.atunes.gui.model Diff:2
actionPerformed: PlayListListener.java: src.net.sourceforge.atunes.kernel.controllers.playList Diff:46
addStateBindings: FilePropertiesController.java: src.net.sourceforge.atunes.kernel.controllers.fileProperties Diff:3
startKernel: Kernel.java: src.net.sourceforge.atunes.kernel Diff:1
main: Main.java: src.net.sourceforge.atunes Diff:3
setVolume: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:14
getEditPreferencesDialog: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:127
setPlayingSong: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
paintBorder: GradientToggleButton.java: src.net.sourceforge.atunes.gui.swing.components Diff:2
showSaveDialog: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:89
setRightStatusBarText: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:1
getFavoriteAlbum: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
getPlayListPlay: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
setFilePattern: ExportOptionsDialogController.java: src.net.sourceforge.atunes.kernel.controllers.exportOptionsDialog Diff:41
setAlbumAsPlaylist: PlayListController.java: src.net.sourceforge.atunes.kernel.controllers.playList Diff:125
main: FileSelectionDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:32
setShowRowColors: CustomTable.java: src.net.sourceforge.atunes.gui.swing.components Diff:14
isShowingFPS: SpectrumTimeAnalyzer.java: src.net.sourceforge.atunes.kernel.modules.spectrum Diff:4
getYearLabel: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
getMatch: AudioScrobblerArtist.java: src.net.sourceforge.atunes.kernel.modules.audioscrobbler Diff:4
getArtistTimesPlayed: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:326
setVisible: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:69
testTool: LameEncoder.java: src.net.sourceforge.atunes.kernel.modules.cdripper.encoders Diff:1
collapseTree: GuiUtils.java: src.net.sourceforge.atunes.gui Diff:1
getPlayListControlsController: ControllerProxy.java: src.net.sourceforge.atunes.kernel Diff:5
getResult: RepositoryPanel.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:1
setNoCdListener: Cdda2wav.java: src.net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav Diff:37
getAlbumsContainer: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
notifyData: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:22
loadRepository: RepositoryLoader.java: src.net.sourceforge.atunes.kernel.modules.repository Diff:4
loadPlaylist: PlayListHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:22
checkFolder: CdRipper.java: src.net.sourceforge.atunes.kernel.modules.cdripper Diff:4
getShuffleButton: PlayerControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:37
showInfo: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:123
run: ChangeTitlesProcess.java: src.net.sourceforge.atunes.kernel.executors.processes Diff:10
setShowNavigationTable: MenuController.java: src.net.sourceforge.atunes.kernel.controllers.menu Diff:85
readState: ApplicationDataHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:3
getCancel: RipCdDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:25
writeDSP: SpectrumTimeAnalyzer.java: src.net.sourceforge.atunes.kernel.modules.spectrum Diff:3
moveDown: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:35
dragGestureRecognized: DragSourceTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
getHeaderTopColor: CustomTable.java: src.net.sourceforge.atunes.gui.swing.components Diff:14
setCover: RipperProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:22
getLoadPlaylistButton: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
getNewName: ImportProcess.java: src.net.sourceforge.atunes.kernel.executors Diff:29
getGenreLabel: EditTagDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:32
getFilterItem: PlayListTable.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
setColor1: GradientPopupMenu.java: src.net.sourceforge.atunes.gui.swing.components Diff:1
getShowArtist: PlayListControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:8
getVolumeSlider: PlayerControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:37
play: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:14
addContent: PlayListFilterPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:4
setActivateAudioScrobbler: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:2
getNonFavoriteClearTagMenuItem: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
saveOggTitle: TagModifier.java: src.net.sourceforge.atunes.kernel.modules.tags.writer Diff:82
addBindings: PlayListControlsController.java: src.net.sourceforge.atunes.kernel.controllers.playListControls Diff:20
add: CustomMenu.java: src.net.sourceforge.atunes.gui.views.controls Diff:1
getStatsDialogController: ControllerProxy.java: src.net.sourceforge.atunes.kernel Diff:13
getArtistTextField: RipCdDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:25
getPlayListControls: PlayListPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:6
addToPlayList: PlayListHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:271
fillPicture: FilePropertiesController.java: src.net.sourceforge.atunes.kernel.controllers.fileProperties Diff:30
getDeviceTree: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
addExternalPicture: AudioFile.java: src.net.sourceforge.atunes.model.audio Diff:3
selectRepository: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:46
applyState: ApplicationDataHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:112
removeFromFavorites: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:298
getArtistsChart: StatsDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:14
testTool: Cdda2wav.java: src.net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav Diff:1
addAndRefresh: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:81
getExtensionOfEncodedFiles: LameEncoder.java: src.net.sourceforge.atunes.kernel.modules.cdripper.encoders Diff:18
showApplicationTitle: GuiBackgroundExecutor.java: src.net.sourceforge.atunes.kernel.executors Diff:2
setPlaying: PlayerControlsController.java: src.net.sourceforge.atunes.kernel.controllers.playerControls Diff:41
create: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:5
getTotalSizeInBytes: Repository.java: src.net.sourceforge.atunes.model.repository Diff:1
getPlayListFavoriteArtist: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
setOSDDuration: OSDPanel.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:2
getNonFavoriteEditTitlesMenuItem: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
setRipCDEnabled: MenuController.java: src.net.sourceforge.atunes.kernel.controllers.menu Diff:95
getMenuController: ControllerProxy.java: src.net.sourceforge.atunes.kernel Diff:1
refreshDevice: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:85
getPlayListUp: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
getPictureBegin: ID3v2Tag.java: src.net.sourceforge.atunes.model.tag Diff:20
setSavePictures: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:2
getClearFilterButton: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
getProgressBar: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:24
beginExportProcess: ExportOptionsDialogController.java: src.net.sourceforge.atunes.kernel.controllers.exportOptionsDialog Diff:41
setTitleBarBackground: DockableWindow.java: src.net.sourceforge.atunes.gui.dockableView Diff:16
getSelection: LanguageSelectorDialog.java: src.net.sourceforge.atunes.utils.language Diff:1
initTrayPlayerIcons: SystemTrayHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:9
getNonFavoriteExtractPictureMenuItem: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
getAppMenuBar: MultipleFrame.java: src.net.sourceforge.atunes.gui Diff:5
setContent: OSDDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:6
getSimilarArtistsScrollPane: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
getEditTitlesDialog: VisualHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:90
getInsidePicture: AudioFilePictureUtils.java: src.net.sourceforge.atunes.kernel.utils Diff:13
getResult: NavigatorPanel.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:3
getDisplayMode: SpectrumTimeAnalyzer.java: src.net.sourceforge.atunes.kernel.modules.spectrum Diff:5
savePicture: AudioScrobblerServiceHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:47
next: PlayerHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:20
addTableModelListener: NavigationTableModel.java: src.net.sourceforge.atunes.gui.model Diff:1
main: ApplicationUpdates.java: src.net.sourceforge.atunes.kernel.modules.updates Diff:38
adjustColumnsWidth: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:73
main: ProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:7
getPlayListTable: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:33
getPlayListTop: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
setExportType: ExportOptionsDialogController.java: src.net.sourceforge.atunes.kernel.controllers.exportOptionsDialog Diff:41
notifyReload: FilePropertiesController.java: src.net.sourceforge.atunes.kernel.controllers.fileProperties Diff:3
valueChanged: PlayListListener.java: src.net.sourceforge.atunes.kernel.controllers.playList Diff:56
run: RepositoryLoader.java: src.net.sourceforge.atunes.kernel.modules.repository Diff:5
mouseExited: MouseResizeListener.java: src.net.sourceforge.atunes.gui.dockableView Diff:28
actionPerformed: EditTitlesDialogActionListener.java: src.net.sourceforge.atunes.kernel.controllers.editTitlesDialog Diff:14
getNewDialog: DockableFrameController.java: src.net.sourceforge.atunes.gui.dockableView Diff:18
getSongPanel: FilePropertiesPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:13
getArtist: RipCdDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:24
run: ChangeTagsProcess.java: src.net.sourceforge.atunes.kernel.executors.processes Diff:22
notifyCancel: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:199
getStringFormatted: CdRipper.java: src.net.sourceforge.atunes.kernel.modules.cdripper Diff:4
setSelectedFile: EditTagDialogController.java: src.net.sourceforge.atunes.kernel.controllers.editTagDialog Diff:123
main: TransparentDialog.java: src.net.sourceforge.atunes.gui.swing.components Diff:8
getResult: SearchDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:19
isArtistVisible: PlayListTableModel.java: src.net.sourceforge.atunes.gui.model Diff:40
setPlayList: PlayListHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:283
getArtistsTable: StatsDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:14
stateChanged: PlayerControlsListener.java: src.net.sourceforge.atunes.kernel.controllers.playerControls Diff:43
addContentToOpenStrands: MultipleFrame.java: src.net.sourceforge.atunes.gui Diff:3
addExternalPictureForAlbum: RepositoryHandler.java: src.net.sourceforge.atunes.kernel.handlers Diff:208
getDeviceTreeModel: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
getContent: ProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:10
showPanel: EditPreferencesDialog.java: src.net.sourceforge.atunes.gui.views.dialogs.editPreferences Diff:12
fillStats: RepositoryLoader.java: src.net.sourceforge.atunes.kernel.modules.repository Diff:99
getConnection: Proxy.java: src.net.sourceforge.atunes.kernel.modules.proxy Diff:1
getPlayListPanel: StandardFrame.java: src.net.sourceforge.atunes.gui Diff:27
getAlbumPanel: AudioScrobblerPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:38
setTotalProgressBarLimits: RipperProgressDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:19
addStateBindings: MenuController.java: src.net.sourceforge.atunes.kernel.controllers.menu Diff:82
getPlayListLoad: ApplicationMenuBar.java: src.net.sourceforge.atunes.gui.views.menu Diff:118
setExternalPictures: AudioFile.java: src.net.sourceforge.atunes.model.audio Diff:2
setCenterStatusBar: MultipleFrame.java: src.net.sourceforge.atunes.gui Diff:1
getProgressBar: PlayerControlsPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:37
getCoverURL: AudioScrobblerAlbum.java: src.net.sourceforge.atunes.kernel.modules.audioscrobbler Diff:19
addBindings: NavigationController.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:49
stop: CdRipper.java: src.net.sourceforge.atunes.kernel.modules.cdripper Diff:4
setTitles: EditTitlesTableModel.java: src.net.sourceforge.atunes.kernel.controllers.editTitlesDialog Diff:7
refresh: FavoriteViewRefresher.java: src.net.sourceforge.atunes.kernel.controllers.navigation Diff:5
getShowAlbum: NavigationPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:82
start: EditPreferencesDialogController.java: src.net.sourceforge.atunes.kernel.controllers.editPreferencesDialog Diff:1
getPicturesForFile: ImageDialog.java: src.net.sourceforge.atunes.gui.views.dialogs Diff:3
getPlayerControls: PlayListPanel.java: src.net.sourceforge.atunes.gui.views.panels Diff:6
