set; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;1291
traverse; ClassFile.java; org.eclipse.jdt.internal.compiler;1242
complete; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;1091
traverse; CodeAttribute.java; org.eclipse.jdt.internal.core.util;1001
configure; Main.java; org.eclipse.jdt.internal.compiler.batch;972
completeCodeAttribute; ClassFile.java; org.eclipse.jdt.internal.compiler;845
completeCodeAttributeForProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;834
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;812
completeCodeAttributeForSyntheticMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;803
getNextToken; CompletionScanner.java; org.eclipse.jdt.internal.codeassist.complete;699
getNextToken; PublicScanner.java; org.eclipse.jdt.internal.core.util;654
getNextToken; Scanner.java; org.eclipse.jdt.internal.compiler.parser;654
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;631
completeCodeAttributeForMissingAbstractProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;602
internalScanIdentifierOrKeyword; Scanner.java; org.eclipse.jdt.internal.compiler.parser;549
internalScanIdentifierOrKeyword; PublicScanner.java; org.eclipse.jdt.internal.core.util;549
consumeToken; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;515
generateCode; BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;460
buildMoreCompletionContext; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;375
createMethodOrConstructorPattern; SearchPattern.java; org.eclipse.jdt.core.search;365
jumpOverMethodBody; Scanner.java; org.eclipse.jdt.internal.compiler.parser;362
jumpOverMethodBody; PublicScanner.java; org.eclipse.jdt.internal.core.util;362
findLocalMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;360
attachOrphanCompletionNode; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;357
set; CompilerOptions.java; org.eclipse.jdt.internal.compiler.impl;341
consumeToken; Parser.java; org.eclipse.jdt.internal.compiler.parser;337
recordPositionsFrom; CodeStream.java; org.eclipse.jdt.internal.compiler.codegen;333
convertHexFloatingPointLiteralToBits; FloatUtil.java; org.eclipse.jdt.internal.compiler.util;317
handleWarningToken; Main.java; org.eclipse.jdt.internal.compiler.batch;311
commentParse; AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;297
createPattern; SearchPattern.java; org.eclipse.jdt.core.search;293
findTypesAndPackages; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;289
printBlockComment; Scribe.java; org.eclipse.jdt.internal.formatter;288
validateClasspath; ClasspathEntry.java; org.eclipse.jdt.internal.core;288
generateCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;286
findFieldsAndMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;284
accept; CompletionRequestorWrapper.java; org.eclipse.jdt.internal.codeassist;280
convertType; ASTConverter.java; org.eclipse.jdt.core.dom;280
format; CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;280
findLocalMethodsFromFavorites; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;277
getIrritant; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;274
getMap; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;270
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;267
computeExpectedTypes; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;267
checkCastTypesCompatibility; Expression.java; org.eclipse.jdt.internal.compiler.ast;267
resolveName; DefaultBindingResolver.java; org.eclipse.jdt.core.dom;259
minimalErasedCandidates; Scope.java; org.eclipse.jdt.internal.compiler.lookup;259
parseTag; JavadocParser.java; org.eclipse.jdt.internal.compiler.parser;258
findFields; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;258
setDefaultSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;257
setJavaConventionsSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;257
getBinding; Scope.java; org.eclipse.jdt.internal.compiler.lookup;254
getTypeOrPackage; Scope.java; org.eclipse.jdt.internal.compiler.lookup;251
reportPrimaryError; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;250
setupJavacCommand; JDTCompilerAdapter.java; org.eclipse.jdt.core;247
analyseCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;246
resolveType; QualifiedAllocationExpression.java; org.eclipse.jdt.internal.compiler.ast;246
checkAndSetModifiers; ClassScope.java; org.eclipse.jdt.internal.compiler.lookup;245
addAttributes; ClassFile.java; org.eclipse.jdt.internal.compiler;244
collectSubstitutes; WildcardBinding.java; org.eclipse.jdt.internal.compiler.lookup;242
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;240
ClassFileReader; ClassFileReader.java; org.eclipse.jdt.internal.compiler.classfmt;239
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;238
findMethod; Scope.java; org.eclipse.jdt.internal.compiler.lookup;238
generateDelta; ClasspathChange.java; org.eclipse.jdt.internal.core;238
diagnoseParse; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;238
parseTag; DocCommentParser.java; org.eclipse.jdt.core.dom;238
secondaryPhase; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;237
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;235
