project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
karaf,Anonymous Class,org.apache.karaf.shell.ssh.ShellFactoryImpl.ShellImpl.start.(Anon_3),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0,4,0,3,0,1,2,1,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,1,1,1,1,False
karaf,Anonymous Class,org.apache.karaf.features.management.internal.FeaturesServiceMBeanImpl.getFeaturesListener.(Anon_1),2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,22,1,21,2,15,0,8,14,5,2.0,2.0,2.0,1.0,1.0,1,0.0,0.0,0.0,6,6,6,3,False
karaf,Anonymous Class,org.apache.karaf.webconsole.JaasSecurityProvider.doAuthenticate.(Anon_1),4.0,4.0,4.0,1.0,11.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12,0,12,1,9,0,5,9,2,4.0,4.0,4.0,1.0,2.0,2,0.0,0.0,0.0,4,4,4,1,False
karaf,Public Class,org.apache.karaf.shell.console.help.HelpAction,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,40,5,15,7,5,20,6,10,6,2.0,2.0,2.0,1.0,2.0,1,25.0,25.0,1.33,3,3,3,2,False
karaf,Anonymous Class,org.apache.karaf.shell.osgi.Headers.generateFormattedOutput.(Anon_2),2.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,11,0,11,2,9,0,4,6,4,3.0,3.0,4.0,1.0,1.0,0,0.0,0.0,0.0,4,4,5,2,False
karaf,Anonymous Class,org.apache.karaf.shell.ssh.KarafAgentFactory.createServer.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8,0,8,0,6,0,3,5,2,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,2,2,2,2,False
karaf,Public Class,org.apache.karaf.shell.log.layout.DateTimeDateFormat,1.0,1.0,1.0,1.0,9.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,4.0,58,10,33,13,17,15,17,23,8,2.0,2.0,2.0,1.0,3.0,1,50.0,25.0,0.45,5,5,5,4,False
karaf,Public Class,org.apache.karaf.management.MBeanServerFactory,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,13.0,6.0,0.0,0.0,0.0,13.0,93,15,78,22,37,0,28,52,22,9.0,9.0,12.0,1.0,1.0,3,75.0,69.0,0.0,23,23,26,13,False
karaf,Public Class,org.apache.karaf.features.EventConstants,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,28,8,16,14,12,4,12,14,14,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.25,1,1,1,1,True
karaf,Public Class,org.apache.karaf.shell.scr.ScrCommandConstants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,9,10,9,8,0,8,9,9,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0,0,0,True
