validate; XSAttributeChecker.java; org.apache.xerces.impl.xs.traversers; XMLDTDDescription.java;36; 
getContentSpecAsString; DTDGrammar.java; org.apache.xerces.impl.dtd; XMLStringBuffer.java;34; 
appendContentSpec; DTDGrammar.java; org.apache.xerces.impl.dtd; XMLStringBuffer.java;24; 
applyFacets; XSSimpleTypeDecl.java; org.apache.xerces.impl.dv.xs; AttrImpl.java;24; 
serializeElement; HTMLSerializer.java; org.apache.xml.serialize; XMLSerializer.java;23; 
createBuiltInTypes; SchemaDVFactoryImpl.java; org.apache.xerces.impl.dv.xs; XSSimpleTypeDecl.java;22; 
getRange; Token.java; org.apache.xerces.impl.xpath.regex; XSAttributeChecker.java;22; 
createBuiltInTypes; SchemaDVFactoryImpl.java; org.apache.xerces.impl.dv.xs; XSSimpleTypeDecl.java;22; 
dumpTree; XSDFACM.java; org.apache.xerces.impl.xs.models; DeferredDocumentImpl.java;21; 
matchCharacterIterator; RegularExpression.java; org.apache.xerces.impl.xpath.regex; HTMLOptionElementImpl.java;21; 
scanXMLDeclOrTextDecl; XML11DocumentScannerImpl.java; org.apache.xerces.impl; XMLScanner.java;20; 
