project,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_lpl
hadoop,Abstract Method,org.apache.hadoop.HadoopVersionAnnotation.date,1.0,5,0,1,1,0,4,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0,0,0,0,False
hadoop,Abstract Method,org.apache.hadoop.HadoopVersionAnnotation.revision,1.0,5,0,1,1,0,4,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0,0,0,0,False
hadoop,Abstract Method,org.apache.hadoop.HadoopVersionAnnotation.url,1.0,4,0,1,1,0,3,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0,0,0,0,False
hadoop,Abstract Method,org.apache.hadoop.HadoopVersionAnnotation.user,1.0,4,0,1,1,0,3,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0,0,0,0,False
hadoop,Abstract Method,org.apache.hadoop.HadoopVersionAnnotation.version,1.0,5,0,1,1,0,4,1.0,0.0,0.0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0,0,0,0,False
hadoop,Public Method,org.apache.hadoop.benchmarks.mapred.BenchmarkMapper.map,2.0,6,1,5,3,2,0,4.0,1.0,0.0,2,3,2,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,False
hadoop,Public Method,org.apache.hadoop.benchmarks.mapred.BenchmarkMapper.process,2.0,3,0,3,1,1,0,1.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,False
hadoop,Public Method,org.apache.hadoop.benchmarks.mapred.BenchmarkReducer.process,1.0,3,0,3,1,1,0,1.0,1.0,0.0,1,2,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,1,1,1,1,False
hadoop,Public Method,org.apache.hadoop.benchmarks.mapred.BenchmarkReducer.reduce,3.0,8,1,6,2,2,1,4.0,2.0,0.0,1,3,1,2,2.0,2.0,2.0,1.0,0.0,0.0,1,0.0,0.17,2,2,2,1,False
hadoop,Public Static Method,org.apache.hadoop.benchmarks.mapred.BenchmarkRunner.main,3.0,11,0,11,2,7,0,4.0,2.0,0.0,4,6,2,4,2.0,2.0,2.0,1.0,1.0,0.0,1,0.0,0.0,2,2,2,1,False
hadoop,Public Static Method,org.apache.hadoop.benchmarks.mapred.GenData.generateText,8.0,28,6,22,3,16,0,6.0,7.0,1.0,15,20,6,14,7.0,5.0,7.0,1.0,3.0,0.0,2,0.0,0.0,7,5,7,1,False
