GenericClusteringException.java; org.jboss.ha.framework.interfaces;
ClusteredHTTPSessionBeanCmp11.java; org.jboss.ha.httpsession.beanimpl.ejb;
CorrectiveActionContextConstants.java; org.jbossmx.cluster.watchdog.mbean.watchdog;
TreeNodeFactory.java; org.jboss.console.plugins.helpers;
AttrResultInfo.java; org.jboss.console.plugins.helpers.jmx;
RemoteMBeanInvocation.java; org.jboss.console.remote;
PrimitiveAnalysis.java; org.jboss.iiop.rmi;
Status.java; javax.transaction;
XAException.java; javax.transaction.xa;
XAResource.java; javax.transaction.xa;
HttpServletRequest.java; javax.servlet.http;
HttpServletResponse.java; javax.servlet.http;
PageContext.java; javax.servlet.jsp;
Tag.java; javax.servlet.jsp.tagext;
Input.java; org.mortbay.html;
Break.java; org.mortbay.html;
Style.java; org.mortbay.html;
List.java; org.mortbay.html;
StyleLink.java; org.mortbay.html;
Version.java; org.mortbay.http;
OutputObserver.java; org.mortbay.util;
Query.java; javax.management;
RoleStatus.java; javax.management.relation;
TimeStatistic.java; javax.management.j2ee.statistics;
StateManageable.java; org.jboss.management.j2ee;
TransactionRequest.java; org.jboss.mq;
AcknowledgementRequest.java; org.jboss.mq;
parserval.java; org.jboss.mq.selectors;
JMSCacheInvalidationBridgeMBean.java; org.jboss.cache.invalidation.bridges;
EJBQLTypes.java; org.jboss.ejb.plugins.cmp.ejbql;
Invocation.java; org.jboss.invocation;
MetaData.java; org.jboss.metadata;
SubDeployer.java; org.jboss.deployment;
ServiceMBean.java; org.jboss.system;
OpResultInfo.java; org.jboss.jmx.adaptor.control;
NotificationWrapper.java; org.jboss.jmx.adaptor.snmp.agent;
