SearchEngine.java: org.apache.ivy.core.search DependencyResolver.java: org.apache.ivy.plugins.resolver 1->2: 8  2->1: 65
Main.java: depending Main.java: org.apache.ivy 1->2: 27  2->1: 17
IvySettings.java: org.apache.ivy.core.settings LockStrategy.java: org.apache.ivy.plugins.lock 1->2: 22  2->1: 21
AbstractSshBasedRepository.java: org.apache.ivy.plugins.repository.ssh Credentials.java: org.apache.ivy.util 1->2: 3  2->1: 29
URLHandlerDispatcher.java: org.apache.ivy.util.url URLHandler.java: org.apache.ivy.util.url 1->2: 37  2->1: 57
IvyEventFilter.java: org.apache.ivy.core.event IvyEventFilterTest.java: org.apache.ivy.core.event 1->2: 55  2->1: 0
ModuleDescriptor.java: org.apache.ivy.core.module.descriptor ResolveReport.java: org.apache.ivy.core.report 1->2: 17  2->1: 4
ExcludeRule.java: org.apache.ivy.core.module.descriptor XmlModuleDescriptorParser.java: org.apache.ivy.plugins.parser.xml 1->2: 21  2->1: 0
PomReader.java: org.apache.ivy.plugins.parser.m2 PomDependencyMgt.java: org.apache.ivy.plugins.parser.m2 1->2: 3  2->1: 23
DefaultRepositoryCacheManager.java: org.apache.ivy.core.cache ArtifactResourceResolver.java: org.apache.ivy.plugins.repository 1->2: 0  2->1: 67
Configurator.java: org.apache.ivy.util ConfiguratorTest.java: org.apache.ivy.util 1->2: 90  2->1: 0
IvyDeliver.java: org.apache.ivy.ant ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 15  2->1: 47
XmlReportOutputter.java: org.apache.ivy.plugins.report FileUtil.java: org.apache.ivy.util 1->2: 1  2->1: 16
DownloadReport.java: org.apache.ivy.core.report FileSystemResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 20  2->1: 0
IvyNodeEviction.java: org.apache.ivy.core.resolve IvyNode.java: org.apache.ivy.core.resolve 1->2: 46  2->1: 155
Main.java: org.apache.ivy DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 2  2->1: 26
Ivy14.java: org.apache.ivy Ivy.java: org.apache.ivy 1->2: 853  2->1: 409
ResolveReport.java: org.apache.ivy.core.report LatestConflictManagerTest.java: org.apache.ivy.plugins.conflict 1->2: 31  2->1: 0
ModuleId.java: org.apache.ivy.core.module.id XmlModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.xml 1->2: 82  2->1: 0
IvyTask.java: org.apache.ivy.ant IvyPostResolveTask.java: org.apache.ivy.ant 1->2: 60  2->1: 11
ResolveEngine.java: org.apache.ivy.core.resolve VisitNode.java: org.apache.ivy.core.resolve 1->2: 31  2->1: 297
ResolvedModuleRevision.java: org.apache.ivy.core.resolve IvyNode.java: org.apache.ivy.core.resolve 1->2: 83  2->1: 13
ModuleDescriptor.java: org.apache.ivy.core.module.descriptor IvyNode.java: org.apache.ivy.core.resolve 1->2: 48  2->1: 14
ErrorCircularDependencyStrategy.java: org.apache.ivy.plugins.circular ResolveTest.java: org.apache.ivy.core.resolve 1->2: 17  2->1: 0
AbstractSshBasedRepository.java: org.apache.ivy.plugins.repository.ssh Message.java: org.apache.ivy.util 1->2: 0  2->1: 24
ModuleDescriptorParser.java: org.apache.ivy.plugins.parser PomModuleDescriptorParser.java: org.apache.ivy.plugins.parser.m2 1->2: 11  2->1: 8
ModuleDescriptor.java: org.apache.ivy.core.module.descriptor IvyDeliverTest.java: org.apache.ivy.ant 1->2: 32  2->1: 0
ResolvedModuleRevision.java: org.apache.ivy.core.resolve DualResolver.java: org.apache.ivy.plugins.resolver 1->2: 22  2->1: 5
VfsResource.java: org.apache.ivy.plugins.repository.vfs Message.java: org.apache.ivy.util 1->2: 0  2->1: 14
PublishEngine.java: org.apache.ivy.core.publish XmlModuleDescriptorUpdater.java: org.apache.ivy.plugins.parser.xml 1->2: 0  2->1: 30
AbstractURLHandler.java: org.apache.ivy.util.url URLHandler.java: org.apache.ivy.util.url 1->2: 19  2->1: 38
IvySettings.java: org.apache.ivy.core.settings ReportOutputter.java: org.apache.ivy.plugins.report 1->2: 0  2->1: 28
ModuleId.java: org.apache.ivy.core.module.id IvyNodeCallers.java: org.apache.ivy.core.resolve 1->2: 23  2->1: 0
EndResolveDependencyEvent.java: org.apache.ivy.core.event.resolve IvyNode.java: org.apache.ivy.core.resolve 1->2: 14  2->1: 3
IvyEventFilter.java: org.apache.ivy.core.event AndFilter.java: org.apache.ivy.util.filter 1->2: 3  2->1: 13
IvyResolve.java: org.apache.ivy.ant IvyCachePathTest.java: org.apache.ivy.ant 1->2: 41  2->1: 0
URLResource.java: org.apache.ivy.plugins.repository.url PomModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.m2 1->2: 20  2->1: 0
AbstractPatternsBasedResolver.java: org.apache.ivy.plugins.resolver Message.java: org.apache.ivy.util 1->2: 0  2->1: 39
ModuleRevisionId.java: org.apache.ivy.core.module.id ModuleRevisionIdTest.java: org.apache.ivy.core.module.id 1->2: 101  2->1: 0
DefaultArtifact.java: org.apache.ivy.core.module.descriptor PublishEngine.java: org.apache.ivy.core.publish 1->2: 19  2->1: 0
IBiblioResolver.java: org.apache.ivy.plugins.resolver Message.java: org.apache.ivy.util 1->2: 0  2->1: 55
SshCache.java: org.apache.ivy.plugins.repository.ssh Credentials.java: org.apache.ivy.util 1->2: 0  2->1: 21
Message.java: org.apache.ivy.util MessageLoggerEngine.java: org.apache.ivy.util 1->2: 78  2->1: 58
ResolveOptions.java: org.apache.ivy.core.resolve LogReportOutputter.java: org.apache.ivy.plugins.report 1->2: 12  2->1: 17
OverrideDependencyDescriptorMediator.java: org.apache.ivy.core.module.descriptor ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 9  2->1: 25
Message.java: org.apache.ivy.util MessageLogger.java: org.apache.ivy.util 1->2: 44  2->1: 58
RepositoryManagementEngine.java: org.apache.ivy.core.repository ResolvedModuleRevision.java: org.apache.ivy.core.resolve 1->2: 6  2->1: 17
MRIDTransformationRule.java: org.apache.ivy.plugins.namespace MRIDTransformationRuleTest.java: org.apache.ivy.plugins.namespace 1->2: 16  2->1: 0
Ivy14.java: org.apache.ivy IvyNode.java: org.apache.ivy.core.resolve 1->2: 609  2->1: 22
SshRepository.java: org.apache.ivy.plugins.repository.ssh RemoteScpException.java: org.apache.ivy.plugins.repository.ssh 1->2: 1  2->1: 20
InstallEngine.java: org.apache.ivy.core.install ResolveOptions.java: org.apache.ivy.core.resolve 1->2: 0  2->1: 19
IvyNode.java: org.apache.ivy.core.resolve MatcherHelper.java: org.apache.ivy.plugins.matcher 1->2: 2  2->1: 14
VisitNode.java: org.apache.ivy.core.resolve IvyNode.java: org.apache.ivy.core.resolve 1->2: 177  2->1: 161
DefaultArtifact.java: org.apache.ivy.core.module.descriptor Artifact.java: org.apache.ivy.core.module.descriptor 1->2: 9  2->1: 53
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor DependencyArtifactDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 2  2->1: 30
Message.java: org.apache.ivy.util URLHandlerRegistry.java: org.apache.ivy.util.url 1->2: 20  2->1: 2
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor DependencyDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 6  2->1: 27
IvySettings.java: org.apache.ivy.core.settings ArtifactLockStrategyTest.java: org.apache.ivy.plugins.lock 1->2: 42  2->1: 0
VisitNode.java: org.apache.ivy.core.resolve IvyNodeUsage.java: org.apache.ivy.core.resolve 1->2: 16  2->1: 24
AntBuildTrigger.java: org.apache.ivy.ant IvyPatternHelper.java: org.apache.ivy.core 1->2: 0  2->1: 18
PomModuleDescriptorParser.java: org.apache.ivy.plugins.parser.m2 PomModuleDescriptorWriterTest.java: org.apache.ivy.plugins.parser.m2 1->2: 20  2->1: 0
ResolutionCacheManager.java: org.apache.ivy.core.cache DefaultResolutionCacheManager.java: org.apache.ivy.core.cache 1->2: 11  2->1: 6
ModuleDescriptor.java: org.apache.ivy.core.module.descriptor RetrieveEngine.java: org.apache.ivy.core.retrieve 1->2: 16  2->1: 0
FileSystemResolver.java: org.apache.ivy.plugins.resolver Checks.java: org.apache.ivy.util 1->2: 0  2->1: 24
IvyDeliver.java: org.apache.ivy.ant IvyPublish.java: org.apache.ivy.ant 1->2: 52  2->1: 28
IvyPostResolveTask.java: org.apache.ivy.ant ModuleDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 6  2->1: 9
DefaultDependencyDescriptor.java: org.apache.ivy.core.module.descriptor RepositoryManagementEngine.java: org.apache.ivy.core.repository 1->2: 7  2->1: 20
LockStrategy.java: org.apache.ivy.plugins.lock XmlSettingsParserTest.java: org.apache.ivy.core.settings 1->2: 35  2->1: 0
IvyAntSettings.java: org.apache.ivy.ant Message.java: org.apache.ivy.util 1->2: 10  2->1: 14
ModuleDescriptorParserRegistry.java: org.apache.ivy.plugins.parser ModuleDescriptorParser.java: org.apache.ivy.plugins.parser 1->2: 4  2->1: 18
ResolveOptions.java: org.apache.ivy.core.resolve AbstractResolver.java: org.apache.ivy.plugins.resolver 1->2: 9  2->1: 19
ModuleRevisionId.java: org.apache.ivy.core.module.id CacheResolver.java: org.apache.ivy.plugins.resolver 1->2: 43  2->1: 0
XmlReportWriter.java: org.apache.ivy.plugins.report XMLHelper.java: org.apache.ivy.util 1->2: 1  2->1: 132
Repository.java: org.apache.ivy.plugins.repository SshCache.java: org.apache.ivy.plugins.repository.ssh 1->2: 44  2->1: 0
DefaultDependencyDescriptor.java: org.apache.ivy.core.module.descriptor DependencyArtifactDescriptor.java: org.apache.ivy.core.module.descriptor 1->2: 0  2->1: 17
ResolveEngine.java: org.apache.ivy.core.resolve RestartResolveProcess.java: org.apache.ivy.core.resolve 1->2: 15  2->1: 2
DownloadStatus.java: org.apache.ivy.core.report BasicResolver.java: org.apache.ivy.plugins.resolver 1->2: 13  2->1: 5
CheckEngine.java: org.apache.ivy.core.check ResolveEngine.java: org.apache.ivy.core.resolve 1->2: 20  2->1: 86
Ivy.java: org.apache.ivy ResolveEngineTest.java: org.apache.ivy.core.resolve 1->2: 22  2->1: 0
XmlModuleDescriptorUpdater.java: org.apache.ivy.plugins.parser.xml Message.java: org.apache.ivy.util 1->2: 0  2->1: 25
IvyTask.java: org.apache.ivy.ant IvyRepositoryReport.java: org.apache.ivy.ant 1->2: 10  2->1: 10
PomModuleDescriptorBuilder.java: org.apache.ivy.plugins.parser.m2 DefaultPomDependencyMgt.java: org.apache.ivy.plugins.parser.m2 1->2: 0  2->1: 27
ParseException.java: org.apache.ivy.util.cli PomModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.m2 1->2: 14  2->1: 0
FileUtil.java: org.apache.ivy.util IvyConvertPomTest.java: org.apache.ivy.ant 1->2: 16  2->1: 0
IvyRetrieve.java: org.apache.ivy.ant LogOptions.java: org.apache.ivy.core 1->2: 0  2->1: 19
IvySettings.java: org.apache.ivy.core.settings Namespace.java: org.apache.ivy.plugins.namespace 1->2: 0  2->1: 20
IvyContext.java: org.apache.ivy.core AbstractResolver.java: org.apache.ivy.plugins.resolver 1->2: 134  2->1: 8
ResolveReport.java: org.apache.ivy.core.report ResolveOptions.java: org.apache.ivy.core.resolve 1->2: 16  2->1: 11
ArtifactDownloadReport.java: org.apache.ivy.core.report ResolveEngine.java: org.apache.ivy.core.resolve 1->2: 33  2->1: 50
DefaultDependencyDescriptor.java: org.apache.ivy.core.module.descriptor XmlModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.xml 1->2: 255  2->1: 0
ResolveReport.java: org.apache.ivy.core.report LogReportOutputter.java: org.apache.ivy.plugins.report 1->2: 18  2->1: 10
ModuleRevisionId.java: org.apache.ivy.core.module.id PackagerResolver.java: org.apache.ivy.plugins.resolver.packager 1->2: 19  2->1: 0
ModuleRevisionId.java: org.apache.ivy.core.module.id XmlModuleDescriptorUpdater.java: org.apache.ivy.plugins.parser.xml 1->2: 117  2->1: 0
Ivy.java: org.apache.ivy BasicResolver.java: org.apache.ivy.plugins.resolver 1->2: 413  2->1: 77
ModuleRules.java: org.apache.ivy.core.module.id ModuleId.java: org.apache.ivy.core.module.id 1->2: 0  2->1: 30
AbstractResolver.java: org.apache.ivy.plugins.resolver BasicResolver.java: org.apache.ivy.plugins.resolver 1->2: 135  2->1: 139
DependencyDescriptor.java: org.apache.ivy.core.module.descriptor PomModuleDescriptorParserTest.java: org.apache.ivy.plugins.parser.m2 1->2: 116  2->1: 0
TransferEvent.java: org.apache.ivy.plugins.repository URLRepository.java: org.apache.ivy.plugins.repository.url 1->2: 16  2->1: 19
SortEngine.java: org.apache.ivy.core.sort SortTest.java: org.apache.ivy.core.sort 1->2: 16  2->1: 3
FileSystemResolver.java: org.apache.ivy.plugins.resolver Message.java: org.apache.ivy.util 1->2: 0  2->1: 15
ModuleDescriptorParser.java: org.apache.ivy.plugins.parser BasicResolver.java: org.apache.ivy.plugins.resolver 1->2: 15  2->1: 8
ArtifactRevisionId.java: org.apache.ivy.core.module.id RetrieveEngine.java: org.apache.ivy.core.retrieve 1->2: 16  2->1: 0
IvySettings.java: org.apache.ivy.core.settings Message.java: org.apache.ivy.util 1->2: 0  2->1: 108
Main.java: standalone Main.java: org.apache.ivy 1->2: 27  2->1: 9
IvyFindRevision.java: org.apache.ivy.ant IvyTask.java: org.apache.ivy.ant 1->2: 21  2->1: 8
IvyNode.java: org.apache.ivy.core.resolve ResolveTest.java: org.apache.ivy.core.resolve 1->2: 305  2->1: 8
IvyListModules.java: org.apache.ivy.ant ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 24  2->1: 19
ModuleRevisionId.java: org.apache.ivy.core.module.id PomModuleDescriptorWriter.java: org.apache.ivy.plugins.parser.m2 1->2: 21  2->1: 0
Artifact.java: org.apache.ivy.core.module.descriptor URLResolverTest.java: org.apache.ivy.plugins.resolver 1->2: 28  2->1: 0
Configuration.java: org.apache.ivy.core.module.descriptor ResolveEngine.java: org.apache.ivy.core.resolve 1->2: 45  2->1: 0
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor ModuleRules.java: org.apache.ivy.core.module.id 1->2: 15  2->1: 42
DependencyResolver.java: org.apache.ivy.plugins.resolver ResolveTest.java: org.apache.ivy.core.resolve 1->2: 641  2->1: 1
RetrieveEngine.java: org.apache.ivy.core.retrieve Message.java: org.apache.ivy.util 1->2: 0  2->1: 55
EndRetrieveEvent.java: org.apache.ivy.core.event.retrieve RetrieveTest.java: org.apache.ivy.core.retrieve 1->2: 14  2->1: 0
XmlModuleDescriptorParser.java: org.apache.ivy.plugins.parser.xml IvyDeliverTest.java: org.apache.ivy.ant 1->2: 55  2->1: 1
ModuleRevisionId.java: org.apache.ivy.core.module.id IvyDeliverTest.java: org.apache.ivy.ant 1->2: 330  2->1: 0
IvyExtractFromSources.java: org.apache.ivy.ant ModuleRevisionId.java: org.apache.ivy.core.module.id 1->2: 15  2->1: 45
Ivy.java: org.apache.ivy RegexpConflictManagerTest.java: org.apache.ivy.plugins.conflict 1->2: 26  2->1: 0
IvyPatternHelper.java: org.apache.ivy.core JarModuleFinder.java: org.apache.ivy.tools.analyser 1->2: 53  2->1: 0
ModuleDescriptor.java: org.apache.ivy.core.module.descriptor PublishEngine.java: org.apache.ivy.core.publish 1->2: 17  2->1: 18
DefaultModuleDescriptor.java: org.apache.ivy.core.module.descriptor BasicResolver.java: org.apache.ivy.plugins.resolver 1->2: 227  2->1: 124
ResolveEngine.java: org.apache.ivy.core.resolve CacheResolver.java: org.apache.ivy.plugins.resolver 1->2: 48  2->1: 42
Ivy14.java: org.apache.ivy Artifact.java: org.apache.ivy.core.module.descriptor 1->2: 71  2->1: 4
AntBuildTrigger.java: org.apache.ivy.ant Message.java: org.apache.ivy.util 1->2: 4  2->1: 17
LatestConflictManager.java: org.apache.ivy.plugins.conflict LatestCompatibleConflictManager.java: org.apache.ivy.plugins.conflict 1->2: 12  2->1: 4
Ivy.java: org.apache.ivy SortEngine.java: org.apache.ivy.core.sort 1->2: 7  2->1: 16
