Watchdog.java; org.jbossmx.cluster.watchdog.mbean;
HttpConnection.java; org.mortbay.http;
HttpContext.java; org.mortbay.http;
WebApplicationContext.java; org.mortbay.jetty.servlet;
NamingContext.java; org.jnp.interfaces;
JDBCEJBQLCompiler.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCUtil.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCCMRFieldBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCEntityMetaData.java; org.jboss.ejb.plugins.cmp.jdbc.metadata;
EJBVerifier20.java; org.jboss.verifier.strategy;
AbstractVerifier.java; org.jboss.verifier.strategy;
AbstractWebContainer.java; org.jboss.web;
