JmxIntrospectingMixin.java; org.jboss.aspects.jmx;
JmsManagedConnection.java; org.jboss.resource.adapter.jms;
IORFactory.java; org.jboss.ejb3.iiop;
CorbaORBService.java; org.jboss.iiop;
ValueAnalysis.java; org.jboss.iiop.rmi;
IIOPInvoker.java; org.jboss.invocation.iiop;
XMLMetaData.java; org.jboss.mx.metadata;
StandardMetaData.java; org.jboss.mx.metadata;
SpyConnectionConsumer.java; org.jboss.mq;
SpyMessageConsumer.java; org.jboss.mq;
SpySession.java; org.jboss.mq;
OILClientILService.java; org.jboss.mq.il.oil;
UILServerIL.java; org.jboss.mq.il.uil2;
PersistenceManager.java; org.jboss.mq.pm.jdbc2;
DestinationManager.java; org.jboss.mq.server.jmx;
Main.java; org.jnp.client;
JCEProviderService.java; org.jboss.security.jce;
Container.java; org.jboss.ejb;
JDBCQueryManager.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCStartCommand.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCEntityBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCCMRFieldBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCCMRFieldBridge2.java; org.jboss.ejb.plugins.cmp.jdbc2.bridge;
EntityTable.java; org.jboss.ejb.plugins.cmp.jdbc2.schema;
JMSContainerInvoker.java; org.jboss.ejb.plugins.jms;
JRMPInvoker.java; org.jboss.invocation.jrmp.server;
ProxyCompiler.java; org.jboss.proxy.compiler;
ProxyAssembler.java; org.jboss.proxy.compiler;
ProxyFactory.java; org.jboss.proxy.ejb;
WebServer.java; org.jboss.web;
HttpURLDeploymentScanner.java; org.jboss.deployment.scanner;
URLDeploymentScanner.java; org.jboss.deployment.scanner;
ServerImpl.java; org.jboss.system.server;
JBossWeb.java; org.jboss.web.tomcat.service;
JBossCacheManager.java; org.jboss.web.tomcat.service.session;
TransactionImpl.java; org.jboss.tm;
SRPLoginModule.java; org.jboss.security.srp.jaas;
Scheduler.java; org.jboss.varia.scheduler;
StatisticsCollector.java; org.jboss.varia.stats;
