PublicScanner.java; org.eclipse.jdt.internal.core.util; 3904;
Scribe.java; org.eclipse.jdt.internal.formatter; 4104;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3907;
Main.java; org.eclipse.jdt.internal.compiler.batch; 4272;
JavaModelManager.java; org.eclipse.jdt.internal.core; 4805;
ClassFile.java; org.eclipse.jdt.internal.compiler; 8544;
JavaCore.java; org.eclipse.jdt.core; 4967;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 4773;
ASTConverter.java; org.eclipse.jdt.core.dom; 5223;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5427;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3667;
Parser.java; org.eclipse.jdt.internal.compiler.parser; 10643;
CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6715;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3930;
