AbstractColorSlidersModel.java; org.jhotdraw.color;
AbstractHarmonicRule.java; org.jhotdraw.color;
AbstractConstrainer.java; org.jhotdraw.draw;
QuadTreeCompositeFigure.java; org.jhotdraw.draw;
AlignAction.java; org.jhotdraw.draw.action;
MoveAction.java; org.jhotdraw.draw.action;
MoveConstrainedAction.java; org.jhotdraw.draw.action;
AbstractDrawingEditorAction.java; org.jhotdraw.draw.action;
AbstractRotateHandle.java; org.jhotdraw.draw.handle;
Polygon2D.java; org.jhotdraw.geom;
Insets2D.java; org.jhotdraw.geom;
Worker.java; org.jhotdraw.gui;
AbstractTransferable.java; org.jhotdraw.gui.datatransfer;
AbstractFontChooserModel.java; org.jhotdraw.gui.fontchooser;
MultiIcon.java; org.jhotdraw.gui.plaf.palette;
