configure; Main.java; org.eclipse.jdt.internal.compiler.batch;1317
set; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;1264
traverse; CodeAttribute.java; org.eclipse.jdt.internal.core.util;1001
getDefaultOptions; JavaCore.java; org.eclipse.jdt.core;867
complete; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;730
getNextToken; CompletionScanner.java; org.eclipse.jdt.internal.codeassist.complete;696
completeCodeAttribute; ClassFile.java; org.eclipse.jdt.internal.compiler;666
getNextToken; PublicScanner.java; org.eclipse.jdt.internal.core.util;652
getNextToken; Scanner.java; org.eclipse.jdt.internal.compiler.parser;652
completeCodeAttributeForProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;649
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;621
completeCodeAttributeForSyntheticMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;612
scanIdentifierOrKeyword; PublicScanner.java; org.eclipse.jdt.internal.core.util;611
scanIdentifierOrKeyword; Scanner.java; org.eclipse.jdt.internal.compiler.parser;611
generateCode; BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;453
consumeToken; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;449
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;446
completeCodeAttributeForMissingAbstractProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;417
createMethodOrConstructorPattern; SearchPattern.java; org.eclipse.jdt.core.search;398
jumpOverMethodBody; Scanner.java; org.eclipse.jdt.internal.compiler.parser;360
jumpOverMethodBody; PublicScanner.java; org.eclipse.jdt.internal.core.util;360
buildMoreCompletionContext; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;341
createPattern; SearchPattern.java; org.eclipse.jdt.core.search;338
consumeToken; Parser.java; org.eclipse.jdt.internal.compiler.parser;327
convertHexFloatingPointLiteralToBits; FloatUtil.java; org.eclipse.jdt.internal.compiler.util;317
set; CompilerOptions.java; org.eclipse.jdt.internal.compiler.impl;293
attachOrphanCompletionNode; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;288
validateClasspath; ClasspathEntry.java; org.eclipse.jdt.internal.core;287
accept; CompletionRequestorWrapper.java; org.eclipse.jdt.internal.codeassist;280
convertType; ASTConverter.java; org.eclipse.jdt.core.dom;280
findLocalMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;280
format; CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;273
checkCastTypesCompatibility; Expression.java; org.eclipse.jdt.internal.compiler.ast;266
generateClasspathChangeDeltas; SetClasspathOperation.java; org.eclipse.jdt.internal.core;265
resolveName; DefaultBindingResolver.java; org.eclipse.jdt.core.dom;260
getMap; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;260
reportPrimaryError; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;247
setDefaultSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;247
setJavaConventionsSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;247
getIrritant; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;244
findVariablesAndMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;243
getBinding; Scope.java; org.eclipse.jdt.internal.compiler.lookup;242
setupJavacCommand; JDTCompilerAdapter.java; org.eclipse.jdt.core;242
diagnoseParse; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;238
parseTag; DocCommentParser.java; org.eclipse.jdt.core.dom;238
secondaryPhase; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;237
getImplicitMethod; Scope.java; org.eclipse.jdt.internal.compiler.lookup;236
findTypesAndPackages; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;236
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;235
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;233
computeExpectedTypes; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;233
scanNumber; Scanner.java; org.eclipse.jdt.internal.compiler.parser;232
scanNumber; PublicScanner.java; org.eclipse.jdt.internal.core.util;232
mergedWith; UnconditionalFlowInfo.java; org.eclipse.jdt.internal.compiler.flow;231
write; State.java; org.eclipse.jdt.internal.core.builder;229
analyseCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;227
ClassFileReader; ClassFileReader.java; org.eclipse.jdt.internal.core.util;226
addAttributes; ClassFile.java; org.eclipse.jdt.internal.compiler;224
ClassFileReader; ClassFileReader.java; org.eclipse.jdt.internal.compiler.classfmt;223
setClasspathContainer; JavaCore.java; org.eclipse.jdt.core;223
commentParse; AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;222
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;222
minimalErasedCandidates; Scope.java; org.eclipse.jdt.internal.compiler.lookup;222
setSignature; CompletionProposal.java; org.eclipse.jdt.core;221
getTypeOrPackage; Scope.java; org.eclipse.jdt.internal.compiler.lookup;220
getMessage; JavaModelStatus.java; org.eclipse.jdt.internal.core;220
generateCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;219
decodeType; SourceTypeConverter.java; org.eclipse.jdt.internal.compiler.parser;219
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;219
checkPrimaryDistance; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;219
complete; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;218
validateClasspathEntry; ClasspathEntry.java; org.eclipse.jdt.internal.core;217
generateBoxingConversion; CodeStream.java; org.eclipse.jdt.internal.compiler.codegen;215
toStringAction; PublicScanner.java; org.eclipse.jdt.internal.core.util;214
toStringAction; Scanner.java; org.eclipse.jdt.internal.compiler.parser;214
resolveTypeBindingForName; DefaultBindingResolver.java; org.eclipse.jdt.core.dom;210
parseParam; AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;210
checkAndSetModifiers; ClassScope.java; org.eclipse.jdt.internal.compiler.lookup;209
generateNonBooleanEqual; EqualExpression.java; org.eclipse.jdt.internal.compiler.ast;208
visit; CodeFormatterVisitor2.java; org.eclipse.jdt.internal.formatter;205
findMethod; Scope.java; org.eclipse.jdt.internal.compiler.lookup;204
processElement; SortElementsOperation.java; org.eclipse.jdt.internal.core;202
get_EQUAL_EQUAL; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;201
pathMatch; CharOperation.java; org.eclipse.jdt.core.compiler;200
parseTag; JavadocParser.java; org.eclipse.jdt.internal.compiler.parser;200
resolve; HierarchyResolver.java; org.eclipse.jdt.internal.core.hierarchy;199
acceptTypes; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;197
updateMatch; PatternLocator.java; org.eclipse.jdt.internal.core.search.matching;197
findConstructors; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;196
mostSpecificMethodBinding; Scope.java; org.eclipse.jdt.internal.compiler.lookup;195
execute; IndexAllProject.java; org.eclipse.jdt.internal.core.search.indexing;194
get_LEFT_SHIFT; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_PLUS; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_AND; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
javadocInvalidMethod; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;193
get_LESS; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_AND_AND; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;192
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;190
resolveType; QualifiedAllocationExpression.java; org.eclipse.jdt.internal.compiler.ast;187
resolveType; ConditionalExpression.java; org.eclipse.jdt.internal.compiler.ast;187
findFields; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;187
computeClasspathLocations; NameEnvironment.java; org.eclipse.jdt.internal.core.builder;185
collectSubstitutes; WildcardBinding.java; org.eclipse.jdt.internal.compiler.lookup;185
addInitializationsFrom; UnconditionalFlowInfo.java; org.eclipse.jdt.internal.compiler.flow;184
invalidMethod; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;183
nodeClassForType; ASTNode.java; org.eclipse.jdt.core.dom;181
elementDecode; ClasspathEntry.java; org.eclipse.jdt.internal.core;180
internalCreateASTForKind; ASTParser.java; org.eclipse.jdt.core.dom;180
resolveType; Annotation.java; org.eclipse.jdt.internal.compiler.ast;177
createExternalArchiveDelta; DeltaProcessor.java; org.eclipse.jdt.internal.core;176
formatCascadingMessageSends; CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;174
camelCaseMatch; SearchPattern.java; org.eclipse.jdt.core.search;173
invalidConstructor; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;171
findSourceFiles; IncrementalImageBuilder.java; org.eclipse.jdt.internal.core.builder;171
resolveType; MessageSend.java; org.eclipse.jdt.internal.compiler.ast;170
pushText; CompletionJavadocParser.java; org.eclipse.jdt.internal.codeassist.complete;169
castTo; Constant.java; org.eclipse.jdt.internal.compiler.impl;169
camelCaseMatch; CharOperation.java; org.eclipse.jdt.core.compiler;168
resolveLevelForType; PatternLocator.java; org.eclipse.jdt.internal.core.search.matching;167
generateOptimizedNonBooleanEqual; EqualExpression.java; org.eclipse.jdt.internal.compiler.ast;165
generateCode; ForeachStatement.java; org.eclipse.jdt.internal.compiler.ast;165
processPackageFragmentResource; CopyResourceElementsOperation.java; org.eclipse.jdt.internal.core;165
computeId; ReferenceBinding.java; org.eclipse.jdt.internal.compiler.lookup;163
traverseDelta; DeltaProcessor.java; org.eclipse.jdt.internal.core;163
javadocInvalidConstructor; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;162
reportSecondaryError; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;162
select; SelectionEngine.java; org.eclipse.jdt.internal.codeassist;162
execute; AddJarFileToIndex.java; org.eclipse.jdt.internal.core.search.indexing;162
notifySourceElementRequestor; SourceElementParser.java; org.eclipse.jdt.internal.compiler;160
updateVariableValues; JavaModelManager.java; org.eclipse.jdt.internal.core;160
