PublicScanner.java; org.eclipse.jdt.internal.core.util; 3647;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3554;
ASTConverter.java; org.eclipse.jdt.core.dom; 5033;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3373;
JavaCore.java; org.eclipse.jdt.core; 4120;
CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6159;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 3570;
ClassFile.java; org.eclipse.jdt.internal.compiler; 3792;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3648;
CompletionEngine.java; org.eclipse.jdt.internal.codeassist; 5907;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5236;
