"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",102,16,3,119.14,1,102,2,"The class is big and have too much code and variables","none"
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",103,16,11,169.35,1,103,1,"It does have a long parameter list, could be avoided, but most of them are used in the new segment.","Helped me to see the number of statements, inputs, etc, since it has too many lines."
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",104,16,7,250.75,1,104,1,"The child class uses few methods from parent.","Helped me to identify why it was a refused bequest and leaded me to search the reason it was a bad smell"
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",105,16,4,235.66,1,105,-1,"It does too much in just one method, could be avoided, spliting it in different functions, but it does what it says in method: get dependencies","helped me to identify where to search"
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",106,16,14,47.85,1,106,-2,"The method just have three lines","none"
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",107,16,13,146.06,1,107,-1,"Doesn't seem like it is a GOD class, it has few lines and three functions.","made me think about the cohesion between the methods implemented in this class"
"664df040ea",3,2,"B",3,3,3,"A",5,"2020-01-10 16:08:41.932995","2020-01-10 16:54:30.644442",108,17,14,123.08,0,108,-2,"The method has only 3 lines of code and performs only 3 tasks related to the same context.",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",109,16,15,40.97,0,109,-2,"doesn't have a long list of parameters.",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",110,16,8,42.01,0,110,2,"The class is really long and implements too much for just one class",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",111,16,12,78.03,0,111,1,"It receives a lot of information and returns a function with a lot of parameters too, so, it looks like a bad smell",""
"664df040ea",3,2,"B",3,3,3,"A",5,"2020-01-10 16:08:41.932995","2020-01-10 16:54:30.644442",112,17,3,219.97,0,112,1,"The class has one clear responsibility \"scanning a directory for files/directories which match certain criteria\". However, the class is a little big (much of the lines are comments, though).",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",113,16,16,115.34,0,113,-1,"It is just a class to compile snippets, it uses other classes in the process, doesn't implement them.",""
"664df040ea",3,2,"B",3,3,3,"A",5,"2020-01-10 16:08:41.932995","2020-01-10 16:54:30.644442",114,17,4,105.1,0,114,2,"The method is complex and could be \"broken\" into at least two more methods. One for the \"we first search for the dependency in cache\" part, and another for the \"get module descriptor\" part.",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",115,16,6,68.97,0,115,2,"It is a long method, could be avoided by splitting some excerpts in functions.",""
"664df040ea",3,2,"B",3,3,3,"A",5,"2020-01-10 16:08:41.932995","2020-01-10 16:54:30.644442",116,17,11,128.57,0,116,1,"The parameter list is a little big and some parameters could be encapsulated in objects. Though, 7 parameters with small names do not actually harm readability.",""
"0903fe3e42",2,1,"B",2,3,2,"A",2,"2020-01-10 15:53:00.525442","2020-01-10 16:18:59.338721",117,16,5,142.71,0,117,2,"The child class uses almost nothing from parent.",""
"664df040ea",3,2,"B",3,3,3,"A",5,"2020-01-10 16:08:41.932995","2020-01-10 16:54:30.644442",118,17,13,53.48,0,118,-2,"The class is small and has a clear purpose.",""
