Watchdog.java; org.jbossmx.cluster.watchdog.mbean;
HttpContext.java; org.mortbay.http;
WebApplicationContext.java; org.mortbay.jetty.servlet;
NamingContext.java; org.jnp.interfaces;
JDBCEJBQLCompiler.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCCMRFieldBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCEntityMetaData.java; org.jboss.ejb.plugins.cmp.jdbc.metadata;
AbstractVerifier.java; org.jboss.verifier.strategy;
EJBVerifier20.java; org.jboss.verifier.strategy;
Scheduler.java; org.jboss.varia.scheduler;
