ASTConverter.java; org.eclipse.jdt.core.dom; 5028;
JavaCore.java; org.eclipse.jdt.core; 4119;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3373;
ClassFile.java; org.eclipse.jdt.internal.compiler; 3791;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 3555;
CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6158;
PublicScanner.java; org.eclipse.jdt.internal.core.util; 3654;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3380;
CompletionEngine.java; org.eclipse.jdt.internal.codeassist; 5907;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5231;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3656;
