CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 4351;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5356;
ASTRewriteAnalyzer.java; org.eclipse.jdt.internal.core.dom.rewrite; 3301;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3570;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3866;
Main.java; org.eclipse.jdt.internal.compiler.batch; 4004;
JavaModelManager.java; org.eclipse.jdt.internal.core; 4341;
CompletionEngine.java; org.eclipse.jdt.internal.codeassist; 8905;
ASTConverter.java; org.eclipse.jdt.core.dom; 5164;
CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6422;
PublicScanner.java; org.eclipse.jdt.internal.core.util; 3863;
ClassFile.java; org.eclipse.jdt.internal.compiler; 5982;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3624;
JavaCore.java; org.eclipse.jdt.core; 4721;
