set; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;1299
traverse; ClassFile.java; org.eclipse.jdt.internal.compiler;1233
traverse; CodeAttribute.java; org.eclipse.jdt.internal.core.util;1001
configure; Main.java; org.eclipse.jdt.internal.compiler.batch;972
completeCodeAttribute; ClassFile.java; org.eclipse.jdt.internal.compiler;845
completeCodeAttributeForProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;833
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;812
completeCodeAttributeForSyntheticMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;803
getNextToken; CompletionScanner.java; org.eclipse.jdt.internal.codeassist.complete;715
getNextToken; PublicScanner.java; org.eclipse.jdt.internal.core.util;661
getNextToken; Scanner.java; org.eclipse.jdt.internal.compiler.parser;661
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;631
completeCodeAttributeForMissingAbstractProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;602
internalScanIdentifierOrKeyword; PublicScanner.java; org.eclipse.jdt.internal.core.util;549
internalScanIdentifierOrKeyword; Scanner.java; org.eclipse.jdt.internal.compiler.parser;549
consumeToken; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;531
handleWarningToken; Main.java; org.eclipse.jdt.internal.compiler.batch;472
generateCode; BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;460
buildMoreCompletionContext; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;382
createMethodOrConstructorPattern; SearchPattern.java; org.eclipse.jdt.core.search;365
jumpOverMethodBody; PublicScanner.java; org.eclipse.jdt.internal.core.util;362
jumpOverMethodBody; Scanner.java; org.eclipse.jdt.internal.compiler.parser;362
findLocalMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;360
attachOrphanCompletionNode; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;357
findConstructors; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;355
set; CompilerOptions.java; org.eclipse.jdt.internal.compiler.impl;352
