VersionManager.java; org.jboss.aspects.versioned;
AbstractServerImpl.java; org.jboss.bootstrap;
HASingletonElectionPolicyBase.java; org.jboss.ha.singleton;
AbstractDLQHandler.java; org.jboss.resource.adapter.jms.inflow.dlq;
AbstractCommand.java; org.jboss.console.twiddle.command;
AbstractJBossConfigBean.java; org.jboss.deployment.spi.beans;
EJBContextImpl.java; org.jboss.ejb3;
Ejb3HandlerFactory.java; org.jboss.ejb3;
EJBInvocation.java; org.jboss.ejb3;
BaseContext.java; org.jboss.ejb3;
AbstractOptionalVFSRealDeployer.java; org.jboss.ejb3.deployers;
TransactionalCacheFactory.java; org.jboss.ejb3.entity;
LifecycleInvocationContextImpl.java; org.jboss.ejb3.interceptor;
JMSDestinationFactory.java; org.jboss.ejb3.jms;
BaseRemoteProxy.java; org.jboss.ejb3.remoting;
Ejb3PolicyConfigurationFactory.java; org.jboss.ejb3.security;
BaseSessionRemoteProxy.java; org.jboss.ejb3.session;
BaseSessionProxyFactory.java; org.jboss.ejb3.session;
AbstractHandler.java; org.jboss.injection;
AbstractAccessibleObjectBeanProperty.java; org.jboss.injection.lang.reflect;
DelegatingContextFactory.java; org.jboss.embedded.jndi;
DynamicIIOPStub.java; org.jboss.proxy.ejb;
LoaderRepositoryDomain.java; org.jboss.mx.loading;
LegacyDomainClassLoader.java; org.jboss.mx.loading;
ServerConfig.java; org.jboss.mx.server;
SchedulableRunnable.java; org.jboss.mx.util;
Connection.java; org.jboss.mq;
WrapperException.java; org.jboss.management.j2ee;
AbstractSharedInterceptor.java; org.jboss.mx.interceptor;
AbstractRuntimeComponentDispatcher.java; org.jboss.profileservice.management;
AbstractSecurityProxy.java; org.jboss.security;
CascadeDeleteStrategy.java; org.jboss.ejb.plugins.cmp.jdbc;
Utility.java; org.jboss.proxy.compiler;
VFSScanner.java; org.jboss.system.server.profileservice;
AbstractFileAttachmentsSerializer.java; org.jboss.system.server.profileservice.repository;
HttpServletRequestLoginModule.java; org.jboss.web.tomcat.security;
JBossManager.java; org.jboss.web.tomcat.service.session;
AutoNumberEJB2.java; org.jboss.varia.autonumber;
AbstractStatisticalItem.java; org.jboss.varia.stats;
AbstractDeployerHook.java; org.jboss.wsf.container.jboss50;
