TransactionImpl.java; org.jboss.tm; 2174;
TypeExpressionParser.java; org.jboss.aop.pointcut.ast; 2074;
PersistenceManager.java; org.jboss.mq.pm.jdbc3; 1794;
ClassAdvisor.java; org.jboss.aop; 1807;
JDBCEJBQLCompiler.java; org.jboss.ejb.plugins.cmp.jdbc; 1914;
Call.java; org.apache.axis.client; 3224;
EJBVerifier20.java; org.jboss.verifier.strategy; 2942;
Emitter.java; org.apache.axis.wsdl.fromJava; 2345;
PointcutExpressionParserTokenManager.java; org.jboss.aop.pointcut.ast; 2721;
tcpmon.java; org.apache.axis.utils; 2383;
TypeExpressionParserTokenManager.java; org.jboss.aop.pointcut.ast; 2432;
JDBCCMRFieldBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge; 2367;
PointcutExpressionParser.java; org.jboss.aop.pointcut.ast; 3288;
SymbolTable.java; org.apache.axis.wsdl.symbolTable; 3124;
SOAPElementAxisImpl.java; org.apache.axis.message; 2109;
TreeCache.java; org.jboss.cache; 3281;
