set; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;1295
traverse; CodeAttribute.java; org.eclipse.jdt.internal.core.util;1001
getDefaultOptions; JavaCore.java; org.eclipse.jdt.core;913
complete; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;902
configure; Main.java; org.eclipse.jdt.internal.compiler.batch;895
getNextToken; CompletionScanner.java; org.eclipse.jdt.internal.codeassist.complete;699
completeCodeAttribute; ClassFile.java; org.eclipse.jdt.internal.compiler;679
completeCodeAttributeForProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;661
getNextToken; Scanner.java; org.eclipse.jdt.internal.compiler.parser;652
getNextToken; PublicScanner.java; org.eclipse.jdt.internal.core.util;652
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;633
completeCodeAttributeForSyntheticMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;624
internalScanIdentifierOrKeyword; PublicScanner.java; org.eclipse.jdt.internal.core.util;549
internalScanIdentifierOrKeyword; Scanner.java; org.eclipse.jdt.internal.compiler.parser;549
consumeToken; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;479
generateCode; BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;460
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;460
completeCodeAttributeForMissingAbstractProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;429
createMethodOrConstructorPattern; SearchPattern.java; org.eclipse.jdt.core.search;398
jumpOverMethodBody; PublicScanner.java; org.eclipse.jdt.internal.core.util;360
jumpOverMethodBody; Scanner.java; org.eclipse.jdt.internal.compiler.parser;360
handleWarningToken; Main.java; org.eclipse.jdt.internal.compiler.batch;354
attachOrphanCompletionNode; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;344
buildMoreCompletionContext; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;339
createPattern; SearchPattern.java; org.eclipse.jdt.core.search;338
consumeToken; Parser.java; org.eclipse.jdt.internal.compiler.parser;327
set; CompilerOptions.java; org.eclipse.jdt.internal.compiler.impl;320
convertHexFloatingPointLiteralToBits; FloatUtil.java; org.eclipse.jdt.internal.compiler.util;317
findLocalMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;303
validateClasspath; ClasspathEntry.java; org.eclipse.jdt.internal.core;287
convertType; ASTConverter.java; org.eclipse.jdt.core.dom;280
format; CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;280
accept; CompletionRequestorWrapper.java; org.eclipse.jdt.internal.codeassist;280
generateCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;278
findVariablesAndMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;278
findTypesAndPackages; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;270
getMap; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;268
checkCastTypesCompatibility; Expression.java; org.eclipse.jdt.internal.compiler.ast;267
getIrritant; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;262
resolveName; DefaultBindingResolver.java; org.eclipse.jdt.core.dom;258
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;255
setJavaConventionsSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;255
setDefaultSettings; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;255
findLocalMethodsFromFavorites; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;254
computeExpectedTypes; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;253
getBinding; Scope.java; org.eclipse.jdt.internal.compiler.lookup;250
minimalErasedCandidates; Scope.java; org.eclipse.jdt.internal.compiler.lookup;248
reportPrimaryError; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;247
setupJavacCommand; JDTCompilerAdapter.java; org.eclipse.jdt.core;247
analyseCode; TryStatement.java; org.eclipse.jdt.internal.compiler.ast;246
diagnoseParse; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;238
parseTag; DocCommentParser.java; org.eclipse.jdt.core.dom;238
secondaryPhase; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;237
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;235
checkAndSetModifiers; ClassScope.java; org.eclipse.jdt.internal.compiler.lookup;234
scanNumber; PublicScanner.java; org.eclipse.jdt.internal.core.util;232
scanNumber; Scanner.java; org.eclipse.jdt.internal.compiler.parser;232
addAttributes; ClassFile.java; org.eclipse.jdt.internal.compiler;232
mergedWith; UnconditionalFlowInfo.java; org.eclipse.jdt.internal.compiler.flow;231
ClassFileReader; ClassFileReader.java; org.eclipse.jdt.internal.core.util;229
write; State.java; org.eclipse.jdt.internal.core.builder;229
searchAllTypeNames; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;228
validateClasspathEntry; ClasspathEntry.java; org.eclipse.jdt.internal.core;228
getMessage; JavaModelStatus.java; org.eclipse.jdt.internal.core;226
getImplicitMethod; Scope.java; org.eclipse.jdt.internal.compiler.lookup;225
getTypeOrPackage; Scope.java; org.eclipse.jdt.internal.compiler.lookup;224
ClassFileReader; ClassFileReader.java; org.eclipse.jdt.internal.compiler.classfmt;223
commentParse; AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;222
complete; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;221
resolveType; QualifiedAllocationExpression.java; org.eclipse.jdt.internal.compiler.ast;221
setSignature; CompletionProposal.java; org.eclipse.jdt.core;221
findMethod; Scope.java; org.eclipse.jdt.internal.compiler.lookup;220
checkPrimaryDistance; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;219
decodeType; SourceTypeConverter.java; org.eclipse.jdt.internal.compiler.parser;219
generateBoxingConversion; CodeStream.java; org.eclipse.jdt.internal.compiler.codegen;215
toStringAction; Scanner.java; org.eclipse.jdt.internal.compiler.parser;214
parseTag; JavadocParser.java; org.eclipse.jdt.internal.compiler.parser;214
toStringAction; PublicScanner.java; org.eclipse.jdt.internal.core.util;214
findFields; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;210
parseParam; AbstractCommentParser.java; org.eclipse.jdt.internal.compiler.parser;210
generateNonBooleanEqual; EqualExpression.java; org.eclipse.jdt.internal.compiler.ast;208
resolveTypeBindingForName; DefaultBindingResolver.java; org.eclipse.jdt.core.dom;208
findConstructors; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;203
acceptTypes; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;202
resolve; HierarchyResolver.java; org.eclipse.jdt.internal.core.hierarchy;202
mostSpecificMethodBinding; Scope.java; org.eclipse.jdt.internal.compiler.lookup;201
get_EQUAL_EQUAL; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;201
pathMatch; CharOperation.java; org.eclipse.jdt.core.compiler;200
updateMatch; PatternLocator.java; org.eclipse.jdt.internal.core.search.matching;197
execute; IndexAllProject.java; org.eclipse.jdt.internal.core.search.indexing;194
resolveType; MessageSend.java; org.eclipse.jdt.internal.compiler.ast;194
get_PLUS; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
javadocInvalidMethod; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;193
get_LEFT_SHIFT; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_LESS; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_AND; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;193
get_AND_AND; OperatorExpression.java; org.eclipse.jdt.internal.compiler.ast;192
generateDelta; ClasspathChange.java; org.eclipse.jdt.internal.core;190
generateCode; ForeachStatement.java; org.eclipse.jdt.internal.compiler.ast;190
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;189
findMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;188
resolve; TypeDeclaration.java; org.eclipse.jdt.internal.compiler.ast;187
resolveType; ConditionalExpression.java; org.eclipse.jdt.internal.compiler.ast;187
findFieldsAndMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;186
computeClasspathLocations; NameEnvironment.java; org.eclipse.jdt.internal.core.builder;185
collectSubstitutes; WildcardBinding.java; org.eclipse.jdt.internal.compiler.lookup;185
addInitializationsFrom; UnconditionalFlowInfo.java; org.eclipse.jdt.internal.compiler.flow;184
invalidMethod; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;183
processPathEntries; Main.java; org.eclipse.jdt.internal.compiler.batch;182
nodeClassForType; ASTNode.java; org.eclipse.jdt.core.dom;181
elementDecode; ClasspathEntry.java; org.eclipse.jdt.internal.core;180
selectFrom; SelectionEngine.java; org.eclipse.jdt.internal.codeassist;180
disassemble; Disassembler.java; org.eclipse.jdt.internal.core.util;180
parse; Parser.java; org.eclipse.jdt.internal.compiler.parser;179
createExternalArchiveDelta; DeltaProcessor.java; org.eclipse.jdt.internal.core;178
resolveType; Annotation.java; org.eclipse.jdt.internal.compiler.ast;177
findExceptionFromTryStatement; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;175
formatCascadingMessageSends; CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter;174
internalCreateASTForKind; ASTParser.java; org.eclipse.jdt.core.dom;174
initializeAfterLoad; JavaCore.java; org.eclipse.jdt.core;174
camelCaseMatch; SearchPattern.java; org.eclipse.jdt.core.search;173
computeId; ReferenceBinding.java; org.eclipse.jdt.internal.compiler.lookup;172
buildInitialRecoveryState; AssistParser.java; org.eclipse.jdt.internal.codeassist.impl;172
invalidConstructor; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;171
findSourceFiles; IncrementalImageBuilder.java; org.eclipse.jdt.internal.core.builder;171
pushText; CompletionJavadocParser.java; org.eclipse.jdt.internal.codeassist.complete;170
castTo; Constant.java; org.eclipse.jdt.internal.compiler.impl;169
camelCaseMatch; CharOperation.java; org.eclipse.jdt.core.compiler;168
resolveLevelForType; PatternLocator.java; org.eclipse.jdt.internal.core.search.matching;167
computeAllRootPaths; SourceMapper.java; org.eclipse.jdt.internal.core;166
checkProjectsBeingAddedOrRemoved; DeltaProcessor.java; org.eclipse.jdt.internal.core;166
resolveTypeExpecting; MemberValuePair.java; org.eclipse.jdt.internal.compiler.ast;165
processPackageFragmentResource; CopyResourceElementsOperation.java; org.eclipse.jdt.internal.core;165
generateOptimizedNonBooleanEqual; EqualExpression.java; org.eclipse.jdt.internal.compiler.ast;165
methods; SourceTypeBinding.java; org.eclipse.jdt.internal.compiler.lookup;164
getGeneratedResources; JavaCore.java; org.eclipse.jdt.core;163
traverseDelta; DeltaProcessor.java; org.eclipse.jdt.internal.core;163
execute; AddJarFileToIndex.java; org.eclipse.jdt.internal.core.search.indexing;162
reportSecondaryError; DiagnoseParser.java; org.eclipse.jdt.internal.compiler.parser.diagnose;162
javadocInvalidConstructor; ProblemReporter.java; org.eclipse.jdt.internal.compiler.problem;162
buildInitialRecoveryState; Parser.java; org.eclipse.jdt.internal.compiler.parser;162
select; SelectionEngine.java; org.eclipse.jdt.internal.codeassist;162
suggestNames; InternalNamingConventions.java; org.eclipse.jdt.internal.core;161
notifySourceElementRequestor; SourceElementParser.java; org.eclipse.jdt.internal.compiler;160
consumeBinaryExpression; Parser.java; org.eclipse.jdt.internal.compiler.parser;160
