getRomanization; ToStringUtil.java; org.apache.lucene.analysis.ja.util;787
r_stem_noun_suffixes; TurkishStemmer.java; org.tartarus.snowball.ext;719
nextChar; HTMLStripCharFilter.java; org.apache.lucene.analysis.charfilter;650
r_standard_suffix; FrenchStemmer.java; org.tartarus.snowball.ext;468
jjMoveNfa_3; QueryParserTokenManager.java; org.apache.lucene.queryParser;437
step2; BrazilianStemmer.java; org.apache.lucene.analysis.br;381
r_stem_nominal_verb_suffixes; TurkishStemmer.java; org.tartarus.snowball.ext;354
jjMoveNfa_1; QueryParserTokenManager.java; org.apache.lucene.queryParser.surround.parser;347
pack; FST.java; org.apache.lucene.util.fst;341
checkIndex; CheckIndex.java; org.apache.lucene.index;329
stem; KpStemmer.java; org.tartarus.snowball.ext;327
r_respell; LovinsStemmer.java; org.tartarus.snowball.ext;301
stem; PorterStemmer.java; org.tartarus.snowball.ext;298
r_standard_suffix; DutchStemmer.java; org.tartarus.snowball.ext;297
r_Step_2; KpStemmer.java; org.tartarus.snowball.ext;295
parse; ExtendedDismaxQParserPlugin.java; org.apache.solr.search;291
getSearcher; SolrCore.java; org.apache.solr.core;290
fetchPartitionResult; TopKInEachNodeHandler.java; org.apache.lucene.facet.search;284
readSchema; IndexSchema.java; org.apache.solr.schema;283
jjMoveNfa_3; StandardSyntaxParserTokenManager.java; org.apache.lucene.queryParser.standard.parser;283
jjMoveNfa_0; HTMLParserTokenManager.java; org.apache.lucene.benchmark.byTask.feeds.demohtml;282
getNextToken; WikipediaTokenizerImpl.java; org.apache.lucene.analysis.wikipedia;280
r_stem_suffix_chain_before_ki; TurkishStemmer.java; org.tartarus.snowball.ext;278
r_Step_1; KpStemmer.java; org.tartarus.snowball.ext;276
r_standard_suffix; SpanishStemmer.java; org.tartarus.snowball.ext;274
r_check_vowel_harmony; TurkishStemmer.java; org.tartarus.snowball.ext;272
parse; JapaneseTokenizer.java; org.apache.lucene.analysis.ja;269
backtrace; JapaneseTokenizer.java; org.apache.lucene.analysis.ja;266
r_standard_suffix; German2Stemmer.java; org.tartarus.snowball.ext;264
r_standard_suffix; GermanStemmer.java; org.tartarus.snowball.ext;264
Term; QueryParser.java; org.apache.lucene.queryParser;262
r_standard_suffix; ItalianStemmer.java; org.tartarus.snowball.ext;259
uninvert; UnInvertedField.java; org.apache.solr.request;259
commit; InstantiatedIndexWriter.java; org.apache.lucene.store.instantiated;258
r_standard_suffix; PortugueseStemmer.java; org.tartarus.snowball.ext;255
r_append_U_to_stems_ending_with_d_or_g; TurkishStemmer.java; org.tartarus.snowball.ext;253
request; CommonsHttpSolrServer.java; org.apache.solr.client.solrj.impl;231
Term; StandardSyntaxParser.java; org.apache.lucene.queryParser.standard.parser;229
finishStage; SpellCheckComponent.java; org.apache.solr.handler.component;226
request; HttpSolrServer.java; org.apache.solr.client.solrj.impl;225
Algorithm; Algorithm.java; org.apache.lucene.benchmark.byTask.utils;219
postProcessNode; AnalyzerQueryNodeProcessor.java; org.apache.lucene.queryParser.standard.processors;218
toDot; Util.java; org.apache.lucene.util.fst;212
getCounts; UnInvertedField.java; org.apache.solr.request;206
process; QueryComponent.java; org.apache.solr.handler.component;204
markAndSweep; ConcurrentLRUCache.java; org.apache.solr.util;204
r_mark_regions; ItalianStemmer.java; org.tartarus.snowball.ext;202
r_mark_regions; PortugueseStemmer.java; org.tartarus.snowball.ext;202
r_mark_regions; RomanianStemmer.java; org.tartarus.snowball.ext;202
r_mark_regions; SpanishStemmer.java; org.tartarus.snowball.ext;202
r_mark_regions; BasqueStemmer.java; org.tartarus.snowball.ext;202
handleRequest; TestRequestHandler.java; org.apache.solr.tst;201
mergeMiddle; IndexWriter.java; org.apache.lucene.index;200
removeAccents; ISOLatin1AccentFilter.java; org.apache.lucene.analysis;196
getBestTextFragments; Highlighter.java; org.apache.lucene.search.highlight;194
r_Step_4; KpStemmer.java; org.tartarus.snowball.ext;191
addDocument; InstantiatedIndexWriter.java; org.apache.lucene.store.instantiated;190
countFacets; FacetComponent.java; org.apache.solr.handler.component;182
parseFieldQuery; TextField.java; org.apache.solr.schema;178
appendPostings; FreqProxTermsWriter.java; org.apache.lucene.index;178
addNode; FST.java; org.apache.lucene.util.fst;175
getFieldQuery; QueryParser.java; org.apache.lucene.queryParser;175
getStats; UnInvertedField.java; org.apache.solr.request;171
writeResponse; CSVResponseWriter.java; org.apache.solr.response;171
incrementToken; CJKTokenizer.java; org.apache.lucene.analysis.cjk;170
r_plur_owner; HungarianStemmer.java; org.tartarus.snowball.ext;169
stem; EnglishStemmer.java; org.tartarus.snowball.ext;169
r_tidy; FinnishStemmer.java; org.tartarus.snowball.ext;168
getFloats; FileFloatSource.java; org.apache.solr.search.function;164
stem; FrenchLightStemmer.java; org.apache.lucene.analysis.fr;163
step1; BrazilianStemmer.java; org.apache.lucene.analysis.br;161
doFilter; SolrDispatchFilter.java; org.apache.solr.servlet;161
doSeekFloor; FSTEnum.java; org.apache.lucene.util.fst;161
getReplicationDetails; ReplicationHandler.java; org.apache.solr.handler;160
