updateNodeStates; FigClassifierRole.java; org.argouml.uml.diagram.sequence.ui; 165;
parseClassifierRole; ClassifierRoleNotationUml.java; org.argouml.uml.notation.uml; 162;
parseOperation; OperationNotationUml.java; org.argouml.uml.notation.uml; 192;
classOrInterfaceType; JavaRecognizer.java; org.argouml.uml.reveng.java; 162;
parseAttribute; AttributeNotationUml.java; org.argouml.uml.notation.uml; 297;
CriticBrowserDialog; CriticBrowserDialog.java; org.argouml.cognitive.critics.ui; 153;
loadProject; ProjectBrowser.java; org.argouml.ui; 230;
mNUM_INT; JavaLexer.java; org.argouml.uml.reveng.java; 380;
generateConstraintEnrichedDocComment; GeneratorJava.java; org.argouml.language.java.generator; 151;
newExpression; JavaRecognizer.java; org.argouml.uml.reveng.java; 237;
enumConstantField; JavaRecognizer.java; org.argouml.uml.reveng.java; 161;
convertValueToText; DisplayTextTree.java; org.argouml.ui; 177;
nextToken; JavaLexer.java; org.argouml.language.java.generator; 280;
init; Init.java; org.argouml.uml.cognitive.critics; 159;
postfixExpression; JavaRecognizer.java; org.argouml.uml.reveng.java; 312;
nextToken; JavaLexer.java; org.argouml.uml.reveng.java; 301;
createChecklists; Init.java; org.argouml.uml.cognitive.checklist; 532;
statement; JavaRecognizer.java; org.argouml.language.java.generator; 257;
getFigEdgeFor; UseCaseDiagramRenderer.java; org.argouml.uml.diagram.use_case.ui; 160;
createPropPanel; TabProps.java; org.argouml.uml.ui; 188;
newExpression; JavaRecognizer.java; org.argouml.language.java.generator; 201;
main; Main.java; org.argouml.application; 297;
ExplorerPopup; ExplorerPopup.java; org.argouml.ui.explorer; 191;
postfixExpression; JavaRecognizer.java; org.argouml.language.java.generator; 190;
statement; JavaRecognizer.java; org.argouml.uml.reveng.java; 264;
classField; JavaRecognizer.java; org.argouml.uml.reveng.java; 163;
parseParamList; NotationUtilityUml.java; org.argouml.uml.notation.uml; 192;
mNUM_INT; JavaLexer.java; org.argouml.language.java.generator; 253;
