ProjectHelper.java: org.apache.tools.ant Task.java: org.apache.tools.ant 1->2: 0  2->1: 18
Java.java: org.apache.tools.ant.taskdefs EjbJar.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 16  2->1: 5
BuildException.java: org.apache.tools.ant Ejbc.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 42  2->1: 0
Project.java: org.apache.tools.ant Untar.java: org.apache.tools.ant.taskdefs 1->2: 28  2->1: 5
Project.java: org.apache.tools.ant DefaultLogger.java: org.apache.tools.ant 1->2: 11  2->1: 7
DirectoryScanner.java: org.apache.tools.ant MatchingTask.java: org.apache.tools.ant.taskdefs 1->2: 20  2->1: 4
BuildException.java: org.apache.tools.ant Javac.java: org.apache.tools.ant.taskdefs 1->2: 118  2->1: 0
ProjectHelper.java: org.apache.tools.ant Project.java: org.apache.tools.ant 1->2: 0  2->1: 56
TarUtils.java: org.apache.tools.tar TarEntry.java: org.apache.tools.tar 1->2: 54  2->1: 1
BuildException.java: org.apache.tools.ant WLStop.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 28  2->1: 0
BuildException.java: org.apache.tools.ant RenameExtensions.java: org.apache.tools.ant.taskdefs.optional 1->2: 21  2->1: 0
BuildException.java: org.apache.tools.ant TaskAdapter.java: org.apache.tools.ant 1->2: 21  2->1: 0
TarEntry.java: org.apache.tools.tar TarOutputStream.java: org.apache.tools.tar 1->2: 13  2->1: 3
JikesOutputParser.java: org.apache.tools.ant.taskdefs Javac.java: org.apache.tools.ant.taskdefs 1->2: 19  2->1: 0
TarInputStream.java: org.apache.tools.tar TarBuffer.java: org.apache.tools.tar 1->2: 39  2->1: 75
BuildException.java: org.apache.tools.ant Chmod.java: org.apache.tools.ant.taskdefs 1->2: 23  2->1: 0
Location.java: org.apache.tools.ant ProjectHelper.java: org.apache.tools.ant 1->2: 38  2->1: 0
Java.java: org.apache.tools.ant.taskdefs WLStop.java: org.apache.tools.ant.taskdefs.optional.ejb 1->2: 13  2->1: 6
Project.java: org.apache.tools.ant Zip.java: org.apache.tools.ant.taskdefs 1->2: 14  2->1: 7
BuildException.java: org.apache.tools.ant AntStructure.java: org.apache.tools.ant.taskdefs 1->2: 28  2->1: 0
Task.java: org.apache.tools.ant XSLTProcess.java: org.apache.tools.ant.taskdefs 1->2: 16  2->1: 1
Project.java: org.apache.tools.ant Available.java: org.apache.tools.ant.taskdefs 1->2: 21  2->1: 14
Task.java: org.apache.tools.ant JikesOutputParser.java: org.apache.tools.ant.taskdefs 1->2: 13  2->1: 11
ProjectHelper.java: org.apache.tools.ant Target.java: org.apache.tools.ant 1->2: 0  2->1: 21
Project.java: org.apache.tools.ant TaskAdapter.java: org.apache.tools.ant 1->2: 12  2->1: 8
