ClassFile.java; org.eclipse.jdt.internal.compiler; 8538;
CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete; 4828;
JavaModelManager.java; org.eclipse.jdt.internal.core; 4935;
ASTConverter.java; org.eclipse.jdt.core.dom; 5238;
Util.java; org.eclipse.jdt.internal.core.util; 3625;
Scanner.java; org.eclipse.jdt.internal.compiler.parser; 3930;
JavaCore.java; org.eclipse.jdt.core; 5050;
PublicScanner.java; org.eclipse.jdt.internal.core.util; 3917;
Main.java; org.eclipse.jdt.internal.compiler.batch; 4301;
Scribe.java; org.eclipse.jdt.internal.formatter; 5045;
CodeFormatterVisitor.java; org.eclipse.jdt.internal.formatter; 5549;
CodeStream.java; org.eclipse.jdt.internal.compiler.codegen; 6715;
Parser.java; org.eclipse.jdt.internal.compiler.parser; 10694;
Scope.java; org.eclipse.jdt.internal.compiler.lookup; 3961;
DefaultCodeFormatterConstants.java; org.eclipse.jdt.core.formatter; 3981;
