set; DefaultCodeFormatterOptions.java; org.eclipse.jdt.internal.formatter;1377
traverse; ClassFile.java; org.eclipse.jdt.internal.compiler;1233
configure; Main.java; org.eclipse.jdt.internal.compiler.batch;1063
traverse; CodeAttribute.java; org.eclipse.jdt.internal.core.util;1014
completeCodeAttribute; ClassFile.java; org.eclipse.jdt.internal.compiler;845
completeCodeAttributeForProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;833
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;812
completeCodeAttributeForSyntheticMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;803
getNextToken; CompletionScanner.java; org.eclipse.jdt.internal.codeassist.complete;747
getNextToken; PublicScanner.java; org.eclipse.jdt.internal.core.util;673
getNextToken; Scanner.java; org.eclipse.jdt.internal.compiler.parser;673
completeCodeAttributeForClinit; ClassFile.java; org.eclipse.jdt.internal.compiler;631
completeCodeAttributeForMissingAbstractProblemMethod; ClassFile.java; org.eclipse.jdt.internal.compiler;602
internalScanIdentifierOrKeyword; PublicScanner.java; org.eclipse.jdt.internal.core.util;549
internalScanIdentifierOrKeyword; Scanner.java; org.eclipse.jdt.internal.compiler.parser;549
consumeToken; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;534
generateCode; BinaryExpression.java; org.eclipse.jdt.internal.compiler.ast;460
attachOrphanCompletionNode; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;384
buildMoreCompletionContext; CompletionParser.java; org.eclipse.jdt.internal.codeassist.complete;381
jumpOverMethodBody; Scanner.java; org.eclipse.jdt.internal.compiler.parser;374
jumpOverMethodBody; PublicScanner.java; org.eclipse.jdt.internal.core.util;374
set; CompilerOptions.java; org.eclipse.jdt.internal.compiler.impl;368
createMethodOrConstructorPattern; SearchPattern.java; org.eclipse.jdt.core.search;365
findLocalMethods; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;360
handleErrorOrWarningToken; Main.java; org.eclipse.jdt.internal.compiler.batch;357
findConstructors; CompletionEngine.java; org.eclipse.jdt.internal.codeassist;355
createPattern; SearchPattern.java; org.eclipse.jdt.core.search;353
consumeToken; Parser.java; org.eclipse.jdt.internal.compiler.parser;338
searchAllConstructorDeclarations; BasicSearchEngine.java; org.eclipse.jdt.internal.core.search;335
