resizeInstructions; CodeWriter.java; org.objectweb.asm;398
getIdealIndentForLine; Buffer.java; org.gjt.sp.jedit;346
handleRule; TokenMarker.java; org.gjt.sp.jedit.syntax;269
endElement; XModeHandler.java; org.gjt.sp.jedit.syntax;234
processKeyEvent; KeyEventWorkaround.java; org.gjt.sp.jedit.gui;221
updateChunksUpTo; ChunkCache.java; org.gjt.sp.jedit.textarea;212
read; BufferIORequest.java; org.gjt.sp.jedit.buffer;209
checkDependencies; PluginJAR.java; org.gjt.sp.jedit;189
VFSBrowser; VFSBrowser.java; org.gjt.sp.jedit.browser;182
paintLine; Gutter.java; org.gjt.sp.jedit.textarea;177
markTokens; TokenMarker.java; org.gjt.sp.jedit.syntax;174
generateCache; PluginJAR.java; org.gjt.sp.jedit;172
load; Buffer.java; org.gjt.sp.jedit;171
processKeyEvent; View.java; org.gjt.sp.jedit;166
ToolBarEditDialog; ToolBarOptionPane.java; org.gjt.sp.jedit.options;163
attribute; XModeHandler.java; org.gjt.sp.jedit.syntax;156
find; SearchAndReplace.java; org.gjt.sp.jedit.search;155
findMatchingBracket; TextUtilities.java; org.gjt.sp.jedit;151
