StoredPage.java; org.apache.derby.impl.store.raw.data;9221
DRDAConnThread.java; org.apache.derby.impl.drda;9164
ResultSet.java; org.apache.derby.client.am;6233
LogToFile.java; org.apache.derby.impl.store.raw.log;5807
EmbedResultSet.java; org.apache.derby.impl.jdbc;5165
FromBaseTable.java; org.apache.derby.impl.sql.compile;4655
PredicateList.java; org.apache.derby.impl.sql.compile;4277
NetworkServerControlImpl.java; org.apache.derby.impl.drda;4135
GenericLanguageConnectionContext.java; org.apache.derby.impl.sql.conn;3904
AlterTableConstantAction.java; org.apache.derby.impl.sql.execute;3558
FileContainer.java; org.apache.derby.impl.store.raw.data;3551
EmbedConnection.java; org.apache.derby.impl.jdbc;3395
PreparedStatement.java; org.apache.derby.client.am;3158
Statement.java; org.apache.derby.client.am;3122
SQLChar.java; org.apache.derby.iapi.types;3083
DatabaseMetaData.java; java.sql;3082
DatabaseMetaData.java; java.sql;3072
BaseDataFileFactory.java; org.apache.derby.impl.store.raw.data;2959
DatabaseMetaData.java; org.apache.derby.client.am;2953
BasePage.java; org.apache.derby.impl.store.raw.data;2848
OptimizerImpl.java; org.apache.derby.impl.sql.compile;2805
Xact.java; org.apache.derby.impl.store.raw.xact;2803
RawStore.java; org.apache.derby.impl.store.raw;2712
SubqueryNode.java; org.apache.derby.impl.sql.compile;2579
Connection.java; org.apache.derby.client.am;2528
SelectNode.java; org.apache.derby.impl.sql.compile;2497
