importFiles; VAJRemoteUtil.java; org.apache.tools.ant.taskdefs.optional.ide;8
copyFile; FileUtils.java; org.apache.tools.ant.util;8
importFiles; VAJLocalUtil.java; org.apache.tools.ant.taskdefs.optional.ide;8
copyFile; FileUtils.java; org.apache.tools.ant.util;8
importFiles; VAJUtil.java; org.apache.tools.ant.taskdefs.optional.ide;8
Specification; Specification.java; org.apache.tools.ant.taskdefs.optional.extension;7
assembleImportExportParams; VAJRemoteUtil.java; org.apache.tools.ant.taskdefs.optional.ide;7
extractFile; Expand.java; org.apache.tools.ant.taskdefs;7
runItem; AntStarTeamCheckOut.java; org.apache.tools.ant.taskdefs.optional.scm;7
Extension; Extension.java; org.apache.tools.ant.taskdefs.optional.extension;7
hbCreateDecodeTables; CBZip2InputStream.java; org.apache.tools.bzip2;7
