ProtocolStackConfigMapper.java; org.jboss.ha.framework.server.managed;
WarConfigBeanRoot.java; org.jboss.deployment.spi.beans;
PrimitiveAnalysis.java; org.jboss.iiop.rmi;
StatisticsConstants.java; org.jboss.management.j2ee;
StateManageable.java; org.jboss.management.j2ee;
NotificationConstants.java; org.jboss.management.j2ee;
J2EETypeConstants.java; org.jboss.management.j2ee;
Shutdown.java; org.jboss;
JMSCacheInvalidationBridgeMBean.java; org.jboss.cache.invalidation.bridges;
AllowedOperationsFlags.java; org.jboss.ejb;
ASTPath.java; org.jboss.ejb.plugins.cmp.ejbql;
EJBQLTypes.java; org.jboss.ejb.plugins.cmp.ejbql;
JDBCResultSetReader.java; org.jboss.ejb.plugins.cmp.jdbc;
Invocation.java; org.jboss.invocation;
OpResultInfo.java; org.jboss.jmx.adaptor.control;
AttrResultInfo.java; org.jboss.jmx.adaptor.control;
NotificationWrapper.java; org.jboss.jmx.adaptor.snmp.agent;
Alarm.java; org.jboss.monitor.alarm;
