TimestampDiscrepancyService.java; org.jboss.ha.timestamp;
JmsManagedConnection.java; org.jboss.resource.adapter.jms;
ManagedConnectionFactoryDeployment.java; org.jboss.resource.connectionmanager;
CorbaORBService.java; org.jboss.iiop;
ValueAnalysis.java; org.jboss.iiop.rmi;
IORFactory.java; org.jboss.proxy.ejb;
JCEProviderService.java; org.jboss.security.jce;
Container.java; org.jboss.ejb;
JDBCStartCommand.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCQueryManager.java; org.jboss.ejb.plugins.cmp.jdbc;
JDBCCMRFieldBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCEntityBridge.java; org.jboss.ejb.plugins.cmp.jdbc.bridge;
JDBCCMRFieldBridge2.java; org.jboss.ejb.plugins.cmp.jdbc2.bridge;
EntityTable.java; org.jboss.ejb.plugins.cmp.jdbc2.schema;
ProxyCompiler.java; org.jboss.proxy.compiler;
ProxyAssembler.java; org.jboss.proxy.compiler;
ProxyFactory.java; org.jboss.proxy.ejb;
WebServer.java; org.jboss.web;
JBossContextConfig.java; org.jboss.web.tomcat.service.deployers;
TomcatService.java; org.jboss.web.tomcat.service.deployers;
JBossCacheManager.java; org.jboss.web.tomcat.service.session;
SRPLoginModule.java; org.jboss.security.srp.jaas;
StatisticsCollector.java; org.jboss.varia.stats;
