ClassfileParser.java; org.argouml.uml.reveng.classfile;
CPPLexer.java; org.argouml.language.cpp.reveng;
CPPParser.java; org.argouml.language.cpp.reveng;
IDLParser.java; org.argouml.uml.reveng.idl;
IDLLexer.java; org.argouml.uml.reveng.idl;
Designer.java; org.argouml.cognitive;
CriticBrowserDialog.java; org.argouml.cognitive.critics.ui;
GoalsDialog.java; org.argouml.cognitive.ui;
DesignIssuesDialog.java; org.argouml.cognitive.ui;
JavaRecognizer.java; org.argouml.language.java.generator;
JavaLexer.java; org.argouml.language.java.generator;
Notation.java; org.argouml.notation;
FindDialog.java; org.argouml.ui;
InitMenusLater.java; org.argouml.ui.cmd;
PerspectiveManager.java; org.argouml.ui.explorer;
PerspectiveConfigurator.java; org.argouml.ui.explorer;
Init.java; org.argouml.uml.cognitive.critics;
FigClassifierRole.java; org.argouml.uml.diagram.sequence.ui;
FigAssociationClass.java; org.argouml.uml.diagram.ui;
FigUseCase.java; org.argouml.uml.diagram.use_case.ui;
ParserDisplay.java; org.argouml.uml.generator;
