offerService; TaskTracker.java; org.apache.hadoop.mapred;212
genJavaCode; JRecord.java; org.apache.hadoop.record.compiler;167
prepare; ReduceTaskRunner.java; org.apache.hadoop.mapred;167
pollForNewTask; JobTracker.java; org.apache.hadoop.mapred;144
offerService; DataNode.java; org.apache.hadoop.dfs;135
getNextToken; RccTokenManager.java; org.apache.hadoop.record.compiler.generated;123
loadFSEdits; FSEditLog.java; org.apache.hadoop.dfs;116
pendingTransfers; FSNamesystem.java; org.apache.hadoop.dfs;113
obtainNewMapTask; JobInProgress.java; org.apache.hadoop.mapred;112
genCppCode; JRecord.java; org.apache.hadoop.record.compiler;111
